,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set
473,473,"IV Latin American Algorithms, Graphs, and Optimization Symposium",2008.0,-,conferencia,iv,"latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium",95,97,98,100,B3,B3,B3,B3
474,474,Brazilian Symposium on Bioinformatics,2007.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,100,100,100,100,B1,B1,B1,B1
475,475,6th Brazilian Symposium on Bioinformatics (BSB),2011.0,-,conferencia,bsb,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,88,100,90,100,B1,B1,B1,B1
476,476,6th Brazilian Symposium on Bioinformatics (BSB - 2011),2011.0,-,conferencia,bsb,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,81,100,85,100,B1,B1,B1,B1
477,477,7ht Brazilian Symposium on Bioinformatics,2012.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,95,100,95,100,B1,B1,B1,B1
478,478,VII Brazilian Symposium on Bioinformatics,2012.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,95,100,95,100,B1,B1,B1,B1
479,479,21st International Symposium on String Processing and Information Retrieval (SPIRE'14),2014.0,-,conferencia,spire,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,90,100,91,100,B1,B1,B1,B1
480,480,11th Brazilian Symposium on Bioinformatics,2018.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,94,100,94,100,B1,B1,B1,B1
481,481,International Conference on Computational Science,2019.0,-,conferencia,-,international conference on computational science,international conference on computational science and computational intelligence,international conference on computational science,international conference on computational science and computational intelligence,100,100,100,100,B2,A4,B2,A4
482,482,VI Encontro de Iniciação Científica,1997.0,-,conferencia,-,simposio internacional de informatica educatica,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,54,60,57,57,,,,
483,483,IV Mostra de Iniciação Científica da Universidade de Passo Fundo,1994.0,-,conferencia,iv,simposio teoria y aplicaciones de mineria de datos,simposio de mecanica computacional,congresso internacional de design da informacao,encontro nacional da associacao nacional de pos-graduacao e pesquisa em administracao,51,53,49,51,,,,
484,484,IV Fórum Nacional de Ciência e Tecnologia em Saúde,1998.0,-,conferencia,iv,international conference on software technologies,international conference on application of information and communication technologies,international conference on software technologies,caise forum,57,58,59,62,,,,
485,485,Chicago 2000 - World Congress of Medical Physics and Biomedical Engineering,2000.0,-,conferencia,-,international work-conference on bioinformatics and biomedical engineering,world congress on medical and health informatics,international conference biomedical engineering and informatics,world congress on medical and health informatics,63,71,60,70,,,,
486,486,XVII Congresso Brasileiro de Engenharia Biomédica,2000.0,-,conferencia,-,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,95,100,95,100,B4,B4,B4,B4
487,487,II Congresso Latinoamericano de Ingeniería Biomédica,2001.0,-,conferencia,-,congresso brasileiro de engenharia biomedica,simposio latinoamericano de ingenieria de software,congresso brasileiro de engenharia biomedica,simposio latinoamericano de ingenieria de software,75,74,65,76,,,,
488,488,XVIII Congresso Brasileiro de Engenharia Biomédica,2002.0,-,conferencia,-,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,94,100,94,100,B4,B4,B4,B4
489,489,III Mostra de Iniciação Científica da Universidade de Passo Fundo,1993.0,-,conferencia,-,simposio teoria y aplicaciones de mineria de datos,simposio teoria y aplicaciones de mineria de datos,simposio brasileiro em seguranca da informacao e de sistemas computacionais,encontro nacional da associacao nacional de pos-graduacao e pesquisa em administracao,50,54,47,49,,,,
490,490,XII Congreso Argentino de Bioingeniería,2001.0,-,conferencia,-,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,60,62,59,59,,,,
491,491,VII SEMETRO - Seminário Internacional de Metrologia Elétrica,2007.0,-,conferencia,-,simposio internacional de informatica educatica,simposio internacional de informatica educatica,international symposium on quality electronic design,simposio internacional de informatica educatica,64,69,60,65,,,,
492,492,I Congresso de Computação da Grande Dourados - CCGD,2008.0,-,conferencia,-,seminario de computacao e mercado,seminario de computacao e mercado,congresso nacional de matematica aplicada e computacional,congresso internacional de design da informacao,60,67,58,60,,,,
493,493,II ENCONTRO de INICIAÇÃO CIENTÍFICA UFGD/UEMS e I ENCONTRO DE PÓS-GRADUAÇÃO,2008.0,-,conferencia,-,congresso da associacao nacional de pesquisa e pos-graduacao em musica,congresso da associacao nacional de pesquisa e pos-graduacao em musica,encontro nacional da associacao nacional de pos-graduacao e pesquisa em administracao,encontro nacional da associacao nacional de pos-graduacao e pesquisa em administracao,57,59,59,65,,,,
494,494,XXI Congresso Brasileiro de Engenharia Biomédica,2008.0,-,conferencia,-,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,96,100,96,100,B4,B4,B4,B4
495,495,XI Congresso Brasileiro de Informática em Saúde,2008.0,-,conferencia,-,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,97,100,97,100,B4,B4,B4,B4
496,496,XXVII SIMPÓSIO BRASILEIRO DE TELECOMUNICAÇÕES,2009.0,-,conferencia,-,simposio brasileiro de computacao musical,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de telecomunicacoes e processamento de sinais,72,87,71,93,,B4,,B4
497,497,XXX Congresso da Sociedade Brasileira de Computação,2010.0,-,conferencia,-,congresso brasileiro de automatica,simposio brasileiro de computacao musical,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de informatica em saude,66,70,65,69,,,,
498,498,XVIII Congresso Brasileiro de Automática,2010.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de automatica,92,100,92,100,B4,B4,B4,B4
499,499,"Encontro de Ensino, Pesquisa e Extensão",2010.0,-,conferencia,-,congresso brasileiro de pesquisadores em cibercultura,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,ieee conference on decision and control,encontro nacional da associacao nacional de pos-graduacao e pesquisa em administracao,52,67,52,73,,,,
500,500,XXII Congresso Brasileiro de Engenharia Biomédica,2010.0,-,conferencia,-,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,95,100,95,100,B4,B4,B4,B4
501,501,"ENEPE - Encontro de Ensino, Pesquisa e Extensão",2011.0,-,conferencia,-,congresso brasileiro de pesquisadores em cibercultura,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,"ieee international conference on networking, sensing and control",encontro nacional da associacao nacional de pos-graduacao e pesquisa em administracao,48,62,54,67,,,,
502,502,Competição Brasileira de Robótica 2011,2011.0,-,conferencia,-,simposio brasileiro de robotica,simposio brasileiro de robotica,simposio brasileiro de robotica,simposio brasileiro de robotica,75,84,64,75,,B1,,
503,503,XXIII Congresso Brasileiro de Engenharia Biomédica,2012.0,-,conferencia,-,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,94,100,94,100,B4,B4,B4,B4
504,504,Latin American Robotics Competition,2012.0,-,conferencia,latin,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,74,79,68,79,,,,
505,505,Conferência Ibero-Americana em Computação Aplicada (CIACA2013),2013.0,-,conferencia,-,conferencia iberoamericana de software engineering,conferencia latinoamericana de informatica,canadian conference on computational geometry,canadian conference on computational geometry,62,74,61,61,,,,
506,506,Competição Brasileira de Robótica 2013,2013.0,-,conferencia,-,simposio brasileiro de robotica,simposio brasileiro de robotica,simposio brasileiro de robotica,simposio brasileiro de robotica,75,84,64,75,,B1,,
507,507,Latin American Robotics Competition,2014.0,-,conferencia,latin,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,74,79,68,79,,,,
508,508,I Simpósio Brasileiro de Pecuária de Precisão Aplicada à Bovinocultura de corte,2014.0,-,conferencia,-,simposio brasileiro de computacao aplicada a saude,simposio brasileiro de robotica,simposio brasileiro de computacao aplicada a saude,simposio brasileiro de robotica,68,84,64,83,,B1,,B1
509,509,Frontiers in Education 2015,2015.0,-,conferencia,-,ieee frontiers in education conference,international conference on frontiers in education: computer science and computer engineering,ieee frontiers in education conference,international conference on frontiers in education: computer science and computer engineering,71,85,71,90,,B3,,B3
510,510,MEDINFO 2015 - 15th World Congress on Health and Biomedical Informatics,2015.0,-,conferencia,medinfo,world congress on medical and health informatics,world congress on medical and health informatics,world congress on medical and health informatics,world congress on medical and health informatics,69,79,77,91,,,,A3
511,511,Latin American Robotics Competition,2016.0,-,conferencia,latin,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,ieee latin american robotics symposium,74,79,68,79,,,,
512,512,Conferência IADIS Ibero Americana em Computação Aplicada,2016.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,latin american high performance computing conference,simposio brasileiro de computacao aplicada a saude,67,69,63,64,,,,
513,513,XVII Encontro de Iniciação CIentífica da UFMS,2016.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,53,56,55,55,,,,
514,514,Conferências IADIS Ibero-americanas WWW/Internet 2017 e Computação Aplicada 2017,2017.0,-,conferencia,www,conferencia latinoamericana de informatica,conferencia iberoamericana de software engineering,ibero-american conference on artificial intelligence,ibero-american conference on artificial intelligence,54,66,58,60,,,,
515,515,XVI Latin American Robotics Competition and XV Brazilian Robotics Competition,2017.0,-,conferencia,latin,ieee latin america conference on cloud computing and communications,ieee latin american robotics symposium,ieee pes transmission & distribution conference and exposition latin america,ieee latin american robotics symposium,56,76,56,75,,,,
516,516,XXII Congresso Brasileiro de Automática,2018.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de automatica,93,100,93,100,B4,B4,B4,B4
517,517,Integra UFMS,2018.0,-,conferencia,-,international web rule symposium,international conference on integrated formal methods,robocup international symposium,robocup international symposium,45,75,47,47,,,,
518,518,XX Workshop de Tolerância a Falhas - WTF,2019.0,-,conferencia,wtf,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,78,78,79,90,,,,B4
519,519,XXX Simpósio Brasileiro de Informática na Educação (Brazilian Symposium on Computers in Education),2019.0,-,conferencia,-,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,64,100,65,100,,A3,,A3
520,520,Integra UFMS,2019.0,-,conferencia,-,international web rule symposium,international conference on integrated formal methods,robocup international symposium,robocup international symposium,45,75,47,47,,,,
521,521,Integra UFMS,2020.0,-,conferencia,-,international web rule symposium,international conference on integrated formal methods,robocup international symposium,robocup international symposium,45,75,47,47,,,,
522,522,Congresso Brasileiro de Automática 2020,2020.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de automatica,93,100,93,100,B4,B4,B4,B4
523,523,2015 IEEE 28th International Symposium on ComputerBased Medical Systems (CBMS),2015.0,-,conferencia,cbms,international symposium on computer-based medical systems,international symposium on computer-based medical systems,international symposium on computer-based medical systems,international symposium on medical robotics,83,98,81,88,A3,A3,A3,B4
524,524,VI Encontro de Iniciação Científica - Módulo PIBIC/CNPq,1997.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,54,55,55,55,,,,
525,525,VII Encontro de Iniciação Científica - Módulo PIBIC/CNPq,1998.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,ieee scientific visualization,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,53,55,54,54,,,,
526,526,19º Simpósio Brasileiro de Redes de Computadores,2001.0,-,conferencia,-,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,76,92,76,95,,A4,,A4
527,527,International Teletraffic Congress 17,2001.0,-,conferencia,-,international test conference,international test conference,international test conference,ieee international congress on bigdata,70,72,70,75,,,,
528,528,IEEE Global Telecommunications Conference - GLOBECOM 2001,2001.0,-,conferencia,globecom,ieee global communications conference,ieee global communications conference,international conference on telecommunications,ieee oceans conference,79,89,69,81,,A1,,A4
529,529,13th IEEE Intern. Workshops on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE-2004),2004.0,-,conferencia,wetice,ieee international conference on enabling technologies: infrastructure for collaborative enterprises,ieee international conference on enabling technologies: infrastructure for collaborative enterprises,ieee international conference on enabling technologies: infrastructure for collaborative enterprises,ieee international conference on enabling technologies: infrastructure for collaborative enterprises,80,85,78,86,A4,A4,,A4
530,530,First International Workshop on Mobility Aware Technologies and Applications (MATA 2004),2004.0,-,conferencia,-,"international workshop on smart city clouds: technologies, systems and applications",international i*workshop,"international workshop on smart city clouds: technologies, systems and applications",international i*workshop,71,92,73,96,,B4,,B4
531,531,6o. Workshop de Comunicação sem Fio e Computação Móvel (WCSF 2004),2004.0,-,conferencia,sem,workshop de computacao em clouds e aplicacoes,workshop de musica ubiqua,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,61,72,68,71,,,,
532,532,IFIP Conference on Intelligence in Communication Systems (INTELLCOMM 2005),2005.0,-,conferencia,-,conference on enterprise information systems,agile conference,iaria international conference on systems and networks communications,conference on artificial intelligence,63,75,70,83,,,,A1
533,533,24º Simpósio Brasileiro de Redes de Computadores (SBRC 2006),2006.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,73,78,70,85,,,,A4
534,534,First Workshop on Ontologies and Metamodels in Software Engineering,2006.0,-,conferencia,-,workshop on modeling in software engineering,workshop on modeling in software engineering,workshop on modeling in software engineering,workshop on modeling in software engineering,74,77,76,89,,,,B2
535,535,XXV Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),2007.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,93,100,94,100,A4,A4,A4,A4
536,536,"1st Worskhop on Pervasive and Ubiquitous Computing (WPUC), part of 19th Intern. Symposium on Computer Architecture and High Performance Computing (SBARC-PAD 2007)",2007.0,-,conferencia,-,international symposium on computer architecture and high performance computing workshop,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing workshop,international symposium on computer architecture and high performance computing,62,91,67,90,,A4,,A4
537,537,XIX SNPTEE - Seminário Nacional de Produção e Transmissão de Energia Elétrica,2007.0,-,conferencia,-,encontro nacional da associacao nacional de pos-graduacao e pesquisa em administracao,seminario de computacao e mercado,workshop latinoamericano de ingenieria de software experimental,seminario de computacao e mercado,54,64,52,60,,,,
538,538,17th IEEE International Conference and Workshops on Engineering of Computer-Based Systems (ECBS 2010),2010.0,-,conferencia,-,international workshop on engineering multiagent systems,ieee international conference on rfid,ieee international conference on dependable systems and networks workshops,ieee international systems conference,65,89,71,100,,A4,,A4
539,539,7º Congresso Brasileiro de Agroinformática (SBIAgro 2009),2009.0,-,conferencia,sbiagro,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,81,100,83,100,B4,B4,B4,B4
540,540,XIX Sessão de Ferramentas do XXVI Simpósio Brasileiro de Engenharia de Software (SBES) / III Congresso Brasileiro de Software: Teoria e Prática (CBSoft 2012),2012.0,-,conferencia,sbes,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de qualidade de software,congresso de engenharia de audio da audio engineering society brasil.,congresso brasileiro de engenharia biomedica,44,84,48,87,,B1,,B4
541,541,UAHCI / HCI International 2014,2014.0,-,conferencia,uahci,computer graphics international conference,computer graphics international conference,international i*workshop,international i*workshop,56,67,65,70,,,,
542,542,Simpósio Nacional de Instrumentação Agropecuária - SIAGRO 2014,2014.0,-,conferencia,-,simposio internacional de informatica educatica,simposio internacional de informatica educatica,simposio de instrumentacao e imagens medicas,simposio de instrumentacao e imagens medicas,62,70,63,74,,,,
543,543,1º Sompósio Brasileiro de Pecuária de Precisão aplicada a Bovinocultura de Corte,2014.0,-,conferencia,-,simposio brasileiro de computacao aplicada a saude,simposio brasileiro de robotica,simposio brasileiro de computacao aplicada a saude,simposio brasileiro de computacao aplicada a saude,66,81,62,68,,B1,,
544,544,X Congresso Brasileiro de Agroinformática (XSBIAgro),2015.0,-,conferencia,-,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,86,100,88,100,B4,B4,B4,B4
545,545,XII Congresso Brasileiro de Agroinformática,2019.0,-,conferencia,-,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,95,100,95,100,B4,B4,B4,B4
546,546,XII Congresso Brasileiro de Agroinformática (SBIAgro 2019),2019.0,-,conferencia,sbiagro,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,80,100,82,100,B4,B4,B4,B4
547,547,71ª Reunião Anual da SBPC,2019.0,-,conferencia,-,acm conference on management data,congresso da associacao nacional de pesquisa e pos-graduacao em musica,annual reliability and maintainability symposium,annual reliability and maintainability symposium,45,52,47,47,,,,
548,548,Congresso Brasileiro de Agroinformática (SBIAgro 2017),2017.0,-,conferencia,sbiagro,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,84,100,86,100,B4,B4,B4,B4
549,549,IV Encontro Nacional de Inteligência Artificial - ENIA,2003.0,-,conferencia,iv,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,84,87,79,92,B4,B4,,B4
550,550,The Third IASTED International Conference on Artificial Intelligence and Applications,2003.0,-,conferencia,-,international conference on artificial intelligence and statistics,conference on artificial intelligence,iaria international conference on intelligent systems and applications,conference on artificial intelligence,81,100,79,100,A1,A1,,A1
551,551,11 Simpósio Internacional de Iniciação Científica da Universidade de São Paulo - SIICUSP,,-,conferencia,-,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,simposio internacional de informatica educatica,ieee/sice international symposium on system integration,simposio internacional de informatica educatica,60,79,54,69,,,,
552,552,IV Workshop on Advances and Trends in AI,2003.0,-,conferencia,iv,ieee workshop on advanced robotics and its social impacts (arso),iaria international conference on advances and trends in software engineering,international workshop on advances in ict infrastructures and services,international workshop on advances in ict infrastructures and services,63,75,62,81,,,,B4
553,553,VIII Simpósio de Teses e Dissertações do Programa de Pós-Graduação em Ciências de Computação e Matemática Computacional,2003.0,-,conferencia,-,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio de mecanica computacional,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio de mecanica computacional,55,74,55,85,,,,B4
554,554,10º Simpósio Internacional de Iniciação Científica da Universidade de São Paulo,2002.0,-,conferencia,-,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,simposio internacional de informatica educatica,simposio internacional de informatica educatica,simposio internacional de informatica educatica,60,79,56,69,,,,
555,555,Workshop in Artificial Intelligence,2004.0,-,conferencia,-,conference on artificial intelligence,acm workshop on artificial intelligence and security,conference on artificial intelligence,acm workshop on artificial intelligence and security,78,97,75,96,,A4,,A4
556,556,XXX Conferencia Latinoamericana de informática,2004.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,95,100,95,100,B2,B2,B2,B2
557,557,Congress of Logic Applied to Technology,2005.0,-,conferencia,-,conference of the european society for fuzzy logic and technology,conference of the european society for fuzzy logic and technology,conference of the european society for fuzzy logic and technology,association for the advancement of assistive technology in europe congress,56,64,58,72,,,,
558,558,Workshop em Tecnologia da Informação de da Linguagem Humana (TIL2005),2005.0,-,conferencia,-,workshop de tecnologia da informacao e comunicacao das instituicoes federais de ensino superior do brasil,workshop de tecnologia adaptativa,"international workshop on logic, language, information and computation",workshop de tecnologia adaptativa,59,79,59,80,,,,B4
559,559,International Federation for Information Processing (IFIP) Congress,2006.0,-,conferencia,-,international conference on information processing in sensor networks,international conference on neural information processing,international conference on neural information processing,international conference on neural information processing,74,77,72,79,,,,
560,560,Concurso de Teses e Dissertações em Inteligência Artificial do SBIA,2006.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,61,62,63,65,,,,
561,561,18 European Conference on Machine Learning,2007.0,-,conferencia,-,international conference on machine learning,european conference on machine learning and principles and practice of knowledge discovery in databases,international conference on machine learning,european conference on machine learning and principles and practice of knowledge discovery in databases,81,93,81,96,A1,A2,A1,A2
562,562,VII Workshop de Informática Médica,2007.0,-,conferencia,-,workshop de informatica medica,workshop de informatica medica,workshop de informatica medica,workshop de informatica medica,94,100,94,100,B4,B4,B4,B4
563,563,Jornadas Argentinas de Informática - JAIIO,2007.0,-,conferencia,-,congreso internacional de informatica educativa,caise forum,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,61,64,66,66,,,,
564,564,X Congresso Brasileiro de Informática em Saúde,2006.0,-,conferencia,-,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,98,100,98,100,B4,B4,B4,B4
565,565,XV Encontro Anual de Iniciação Científica,2006.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,59,71,57,57,,,,
566,566,56º Congresso Brasileiro de Coloproctologia,2007.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de agroinformatica,congresso brasileiro de automatica,congresso brasileiro de automatica,73,77,65,81,,,,B4
567,567,I Congresso da Academia Trinacional de Ciências,2006.0,-,conferencia,-,congresso internacional de design da informacao,congresso da associacao nacional de pesquisa e pos-graduacao em musica,congresso nacional de matematica aplicada e computacional,congresso internacional de design da informacao,62,70,67,77,,,,
568,568,XIV Simpósio Internacional de Iniciação Científica da Inversidade de São Paulo,2006.0,-,conferencia,-,simposio internacional de informatica educatica,simposio internacional de informatica educatica,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,simposio internacional de informatica educatica,61,79,57,69,,,,
569,569,Brazilian Symposium on Artificial Intelligence,2008.0,-,conferencia,-,canadian conference on artificial intelligence,conference on artificial intelligence,conference on artificial intelligence,international symposium on distributed computing and artificial intelligence,72,76,70,88,,,,B2
570,570,Encontro Nacional de Inteligência Artificial,2009.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,85,100,85,100,B4,B4,B4,B4
571,571,Portuguese Conference on Artificial Intelligence,2009.0,-,conferencia,-,portuguese conference on artificial intelligence,conference on artificial intelligence,portuguese conference on artificial intelligence,conference on artificial intelligence,100,100,100,100,B2,A1,B2,A1
572,572,Nono Encontro Nacional de Inteligência Artificial (ENIA 2012),2012.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,79,83,74,85,,B4,,B4
573,573,Brazilian Conference on Intelligence System,2013.0,-,conferencia,-,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,96,95,96,96,A4,A4,A4,A4
574,574,14th Ibero-American Conference on AI (IBERAMIA),2014.0,-,conferencia,ai,ibero-american conference on artificial intelligence,agile conference,international conference on biometrics,american control conference,71,75,65,83,,,,A1
575,575,Encontro Nacional de Inteligência Artificial e Computacional,2016.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,100,100,100,100,B4,B4,B4,B4
576,576,"CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES, 29. (SIBGRAPI)",2016.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",84,100,88,100,A3,A3,A3,A3
577,577,2017 14th IAPR International Conference on Document Analysis and Recognition (ICDAR),2017.0,-,conferencia,icdar,international conference on document analysis and recognition,international conference on document analysis and recognition,international conference on document analysis and recognition,international conference on document analysis and recognition,84,100,85,100,A2,A2,A2,A2
578,578,2018 International Joint Conference on Neural Networks (IJCNN),2018.0,-,conferencia,networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,86,93,89,95,A2,A2,A2,A2
579,579,Competição Latino Americana e Brasileira de Robótica,2017.0,-,conferencia,-,simposio latinoamericano de ingenieria de software,simposio brasileiro de robotica,simposio brasileiro de computacao aplicada a saude,simposio brasileiro de robotica,67,74,65,65,,,,
580,580,IGARSS 2019  2019 IEEE International Geoscience and Remote Sensing Symposium,2019.0,-,conferencia,igarss,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,87,100,87,100,A3,A3,A3,A3
581,581,GRSS-YP & ISPRS Student Consortium SS 2018,2018.0,-,conferencia,-,congresso brasileiro de informatica em saude,caise forum,acm symposium on operating systems principles,acm symposium on operating systems principles,44,55,45,45,,,,
582,582,2019 International Joint Conference on Neural Networks (IJCNN),2019.0,-,conferencia,networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,86,93,89,95,A2,A2,A2,A2
