,issn,periodico,Ajuste_SBC,link_scopus,percentil,Qualis_Final,data-atualizacao,data-tentativa,logs
1051,1665-6423,journal of applied research and technology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100201949,81,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1052,0266-4763,journal of applied statistics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12119,62,A4,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1053,0021-9045,journal of approximation theory (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23841,64,A3,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1054,0140-1963,journal of arid environments,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=29267,71,A3,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1055,2083-2567,journal of artificial intelligence and soft computing research,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100792090,97,A1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1056,0168-7433,journal of automated reasoning,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24354,80,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1057,2155-9597,journal of bacteriology & parasitology,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:34,Other error occurred: 'entry' - Status_code: 200
1058,0219-7200,journal of bioinformatics and computational biology (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=29556,46,B1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1059,0021-9258,journal of biological chemistry,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17592,83,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1060,1532-0464,journal of biomedical informatics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23706,93,A1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1061,1937-6871,journal of biomedical science and engineering,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:34,Other error occurred: 'entry' - Status_code: 200
1062,1110-7243,journal of biomedicine and biotechnology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=15850,nulo,nulo,nulo,23/01/2022 03:04:34,sem valor de percentil
1063,0739-1102,journal of biomolecular structure & dynamics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17596,48,B1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1064,1557-7929,journal of bionanoscience,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13000154719,36,B2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1065,2153-0378,journal of biophysical chemistry (online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:34,Other error occurred: 'entry' - Status_code: 200
1066,0168-1656,journal of biotechnology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=16078,81,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1067,1097-6647,journal of cardiovascular magnetic resonance,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23845,95,A1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1068,1532-429X,journal of cardiovascular magnetic resonance,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23845,95,A1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1069,1557-5969,journal of cellular automata,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700173238,36,B2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1070,0021-9541,journal of cellular physiology (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23455,89,A1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1071,1549-960X,journal of chemical information and modeling (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=130080,92,A1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1072,1549-9618,journal of chemical theory and computation,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=5100155074,92,A1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1073,0218-1266,"journal of circuits, systems, and computers",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26046,51,A4,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1074,0959-6526,journal of cleaner production,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19167,98,A1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1075,0887-8013,journal of clinical laboratory analysis (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27226,57,A4,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1076,2192-113X,"journal of cloud computing: advances, systems and applications",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100383744,81,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1077,2237-9363,journal of coloproctology (rio de janeiro. impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100231621,23,B3,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1078,1382-6905,journal of combinatorial optimization,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28499,75,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1079,1573-2886,journal of combinatorial optimization (dordrecht. online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28499,75,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1080,0095-8956,journal of combinatorial theory. series b (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23844,82,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1081,1548-7709,journal of communication and computer,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:34,Other error occurred: 'entry' - Status_code: 200
1082,1980-6604,journal of communication and information systems (online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:34,Other error occurred: 'entry' - Status_code: 200
1083,1229-2370,journal of communications and networks (seoul. print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4800154012,80,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1084,1845-6421,journal of communications software and systems (jcss),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19900191968,38,B1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1085,1712-4441,journal of community informatics,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:34,Other error occurred: 'entry' - Status_code: 200
1086,2051-1310,journal of complex networks,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100395701,82,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1087,2177-8833,journal of computacional interdisciplinary sciences,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:34,Other error occurred: 'entry' - Status_code: 200
1088,0377-0427,journal of computational and applied mathematics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23847,87,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1089,1546-1955,journal of computational and theoretical nanoscience,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28136,22,B3,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1090,1066-5277,journal of computational biology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=29581,47,B1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1091,0192-8651,journal of computational chemistry,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24176,88,A1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1092,0021-9991,journal of computational physics (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13191,94,A1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1093,1877-7503,journal of computational science,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700174607,95,A1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1094,1090-2724,journal of computer and system sciences (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12370,87,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1095,0022-0000,journal of computer and system sciences (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12370,87,A2,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1096,1532-3145,journal of computer assisted tomography (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17210,70,A3,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1097,2665-9182,journal of computer languages,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100904890,44,B1,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1098,2090-7141,journal of computer networks and communications,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100203114,68,A3,23/01/2022 03:04:34,23/01/2022 03:04:34,atualizado com sucesso
1099,1000-9000,journal of computer science and technology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26132,73,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1100,1666-6038,journal of computer science and technology (la plata. en linea),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21101044836,nulo,nulo,nulo,23/01/2022 03:04:53,sem valor de percentil
1101,1549-3636,journal of computer sciences,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=11700154336,20,B3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1102,1530-9827,journal of computing and information science in engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20952,71,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1103,1330-1136,journal of computing and information technology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100199727,38,B1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1104,2195-3899,"journal of control, automation and electrical systems",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100244214,45,B1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1105,1975-9320,journal of convergence information technology (gyeongju),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700186893,nulo,nulo,nulo,23/01/2022 03:04:53,sem valor de percentil
1106,0944-6532,journal of convex analysis,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23870,63,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1107,2190-8508,journal of cryptographic engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100266502,76,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1108,1683-8602,journal of data science (online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1109,0022-0396,journal of differential equations (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23874,86,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1110,0897-1889,journal of digital imaging,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17223,89,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1111,1618-727X,journal of digital imaging (internet),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17223,89,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1112,1570-8667,journal of discrete algorithms (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25607,65,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1113,2301-3567,"journal of economics, business and management",nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1114,2375-0790,journal of education & social policy,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1115,1339-1488,"journal of education, psychology and social sciences",nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1116,1176-3647,journal of educational technology & society,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18405,97,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1117,0374-3535,journal of elasticity,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21152,71,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1118,2090-0147,journal of electrical and computer engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100197510,75,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1119,1017-9909,journal of electronic imaging,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25978,48,B1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1120,1560-229X,journal of electronic imaging (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25978,48,B1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1121,1017-9909,journal of electronic imaging (springfield),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25978,48,B1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1122,0923-8174,journal of electronic testing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18040,39,B1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1123,1573-0727,journal of electronic testing (dordrecht. online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18040,39,B1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1124,1798-0461,journal of emerging technologies in web intelligence,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100199344,nulo,nulo,nulo,23/01/2022 03:04:53,sem valor de percentil
1125,0022-0833,journal of engineering mathematics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12485,88,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1126,0301-4797,journal of environmental management,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23371,95,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1127,1556-4959,journal of field robotics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4700152301,94,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1128,0889-1575,journal of food composition and analysis (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20582,87,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1129,0022-1147,journal of food science,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20614,74,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1130,1972-5787,journal of formalized reasoning,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100262198,53,A4,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1131,1066-8950,journal of fuzzy mathematics,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1132,1839-9940,journal of genomics,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1133,0148-0227,journal of geophysical research,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28428,95,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1134,1062-7375,journal of global information management,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20608,60,A4,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1135,0925-5001,journal of global optimization,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=88345,80,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1136,1573-2916,journal of global optimization (dordrecht. online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=88345,80,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1137,0364-9024,journal of graph theory (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23898,73,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1138,2165-347X,journal of graphics tools,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1139,1570-7873,journal of grid computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=800147111,80,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1140,2175-4411,journal of health informatics,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1141,1381-1231,journal of heuristics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24358,68,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1142,1572-9397,journal of heuristics (dordrecht. online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24358,68,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1143,0926-6801,journal of high speed networks,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27275,33,B2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1144,1465-1734,journal of hydroinformatics (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=5100155056,70,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1145,0022-1694,journal of hydrology (amsterdam),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=50089,95,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1146,2313-433X,journal of imaging,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100900151,78,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1147,2166-6261,journal of information and data management,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1148,2166-6288,journal of information and data management,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1149,2178-7107,journal of information and data management - jidm,0,nulo,nulo,B1,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1150,2178-7107,journal of information and data management - jidm,0,nulo,nulo,B1,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1151,1554-1010,journal of information assurance and security,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1152,0165-5515,journal of information science,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12813,92,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1153,2214-2134,journal of information security and applications,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100332403,86,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1154,2468-2071,journal of information systems engineering & management,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1155,1933-1681,journal of information technology and politics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700170417,87,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1156,1751-1577,journal of informatrics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=5100155103,96,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1157,2352-6645,journal of innovation in digital ecosystems,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1158,0892-7553,journal of insect behavior,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20484,57,A4,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1159,1092-0617,journal of integrated design & process science,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12509,46,B1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1160,1672-9072,journal of integrative plant biology (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=130165,96,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1161,1064-1246,journal of intelligent & fuzzy systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23917,74,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1162,0921-0296,journal of intelligent & robotic systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24360,83,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1163,1573-0409,journal of intelligent & robotic systems (dordrecht. online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24360,83,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1164,0976-9005,journal of intelligent computing,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1165,0925-9902,journal of intelligent information systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24361,71,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1166,1867-4828,journal of internet services and applications (jisa),1,https://www.scopus.com/source/sourceInfo.url?sourceId=19600166316,87,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1167,1869-0238,journal of internet services and applications (jisa),1,https://www.scopus.com/source/sourceInfo.url?sourceId=19600166316,87,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1168,1607-9264,journal of internet technology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17604,41,B1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1169,1929-7750,journal of learning analytics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100932472,85,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1170,0733-8724,journal of lightwave technology (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12178,91,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1171,1748-9725,journal of location based services (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12100155655,60,A4,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1172,0955-792X,journal of logic and computation,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25620,74,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1173,1465-363X,journal of logic and computation,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25620,74,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1174,0955-792X,journal of logic and computation (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=25620,74,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1175,0950-4230,journal of loss prevention in the process industries,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13559,86,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1176,1546-1998,journal of low power electronics (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13000154722,28,B2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1177,1532-4435,journal of machine learning research,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20969,96,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1178,2327-0039,journal of management analytics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100886542,95,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1179,0278-6125,journal of manufacturing systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=14966,97,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1180,0738-7989,journal of materials education,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100205756,nulo,nulo,nulo,23/01/2022 03:04:53,sem valor de percentil
1181,1573-4803,journal of materials science (dordrecht. online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21162,89,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1182,0022-247X,journal of mathematical analysis and applications (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23935,69,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1183,0924-9907,journal of mathematical imaging and vision,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28501,92,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1184,1573-7683,journal of mathematical imaging and vision (dordrecht. online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28501,92,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1185,0022-2488,journal of mathematical physics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28544,54,A4,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1186,2156-7018,journal of medical imaging and health informatics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100247092,26,B2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1187,0022-2615,journal of medical microbiology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20233,59,A4,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1188,0148-5598,journal of medical systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23710,87,A2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1189,0022-2623,journal of medicinal chemistry,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23041,94,A1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1190,1516-7399,journal of microwaves and optoelectronics,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4700152267,nulo,nulo,nulo,23/01/2022 03:04:53,sem valor de percentil
1191,2179-1074,"journal of microwaves, optoelectronics and electromagnetic applications",nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=20500195068,40,B1,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1192,1550-4646,journal of mobile multimedia,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19900192412,56,A4,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1193,2227-3743,journal of modern mathematics frontier,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:04:53,Other error occurred: 'entry' - Status_code: 200
1194,2317-3963,journal of modern project management,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100432037,29,B2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1195,1610-2940,journal of molecular modeling (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=57844,56,A4,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1196,0895-8696,journal of molecular neuroscience,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=16732,31,B2,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1197,0022-2860,journal of molecular structure (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=24642,70,A3,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1198,1542-3980,journal of multiple-valued logic and soft computing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23958,62,A4,23/01/2022 03:04:53,23/01/2022 03:04:53,atualizado com sucesso
1199,0047-259X,journal of multivariate analysis,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23947,66,A3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1200,1533-4880,journal of nanoscience and nanotechnology (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=28546,64,A3,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
1201,1084-8045,journal of network and computer applications,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27277,97,A1,23/01/2022 03:05:14,23/01/2022 03:05:14,atualizado com sucesso
