,sigla,conferencia,categoria,link,CE_Indicou,h5,Qualis_Final,data-atualizacao,data-tentativa,logs,h5_old,Uso do Scholar,Qualis 2016,Qualis_Sem_Inducao,Ajuste ou evento SBC
798,ijcar,international joint conference on automated reasoning,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Joint+Conference+on+Automated+Reasoning&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top10,16,A3,link sem info h5,15/08/2021 03:26:53,não encontrou a tag span: list index out of range,16,1,B2,A4,-
799,ijcb,ieee international joint conference on biometrics        ,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=X5Tvz813WA4J.2019,nulo,25,A2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,-,-,-,-,-
800,ijcci,international joint conference on computational intelligence,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=y8G1wv1fzfUJ.2018,nulo,6,B3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,6,-,B3,B3,-
801,ijcnlp,international joint conference on natural language processing,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=ChOJoaYoBoAJ.2019,Top20,15,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,15,-,-,A4,-
802,ijcnn,ieee international joint conference on neural networks,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=-t1SY74YlYcJ.2018,Top10,32,A2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,32,-,A1,A2,-
803,ila,interaction latin america,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:27:27,categorias 3 e 4 não são atualizadas,-,-,-,-,-
804,ilp,international conference on inductive logic programming,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Inductive+Logic+Programming&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,7,1,B2,B3,-
805,im,ifip/ieee international symposium on integrated network management,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=_XEusYoPeXgJ.2018,Top20,28,A2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,28,-,A2,A2,-
806,imc,acm internet measurement conference,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=Yh-Vy_bHNYMJ.2018,Top10,42,A1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,42,-,A1,A1,-
807,imcl,"international conference on interactive mobile communication, technologies and learning",1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Interactive+Mobile+Communication%2C+Technologies+and+Learning&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,11,1,-,B2,-
808,imcom,international conference on ubiquitous information management and communication,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=9QZUbxc4ePsJ.2019,nulo,16,A4,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,16,-,-,A4,-
809,imis,international conference on innovative mobile and internet services in ubiquitous computing,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=6Xfj7Y8gKaYJ.2018,Relevante,20,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,20,-,A2,A3,-
810,imoc,sbmo/ieee mtt-s international microwave and optoelectronics conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=SBMO%2FIEEE+MTT-S+International+Microwave+and+Optoelectronics+Conference&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,5,B4,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,5,1,B4,B4,-
811,ims3tw,"annual international mixed-signals, sensors and systems test workshop",1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Annual+International+Mixed-Signals%2C+Sensors+and+Systems+Test+Workshop&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,5,B4,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,5,1,B3,B4,-
812,incos,international conference on intelligent networking and collaborative systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=1h96v2x6kk0J.2018,Top10,16,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,16,-,B1,A4,-
813,indin,ieee international conference on industrial informatics,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=IRnEg4i2mP4J.2018,Relevante,20,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,20,-,B1,A3,-
814,indocrypt,international conference on cryptology in india,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=NQGo0SktmDsJ.2018,Relevante,16,A4,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,16,-,-,A4,-
815,induscon,international conference on industry applications,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Industry+Applications&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,8,B3,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,8,1,B4,B3,-
816,infocom,ieee international conference on computer communications,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=JMgzZsGYu14J.2018,Top10,76,A1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,76,-,A1,A1,-
817,infovis,ieee information visualization,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+Information+Visualization&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,8,B3,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,8,1,-,B3,-
818,inlg,international natural language generation conference,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=g-l3y5waBCYJ.2018,nulo,9,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,9,-,-,B2,-
819,inoc,international network optimization conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Network+Optimization+Conference&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,6,1,B5,B3,-
820,intech,international conference on innovative computing technology,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=mkkGwB_8LU8J.2018,Relevante,12,B1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,12,-,B3,B1,-
821,inted,"international technology, education and development conference",1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=E-QnE-x0C6cJ.2018,nulo,10,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,10,-,-,B2,-
822,intelli-iaria,iaria international conference on intelligent systems and applications,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IARIA+International+Conference+on+Intelligent+Systems+and+Applications&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,3,B4,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,3,1,B5,B4,-
823,intellisys,sai intelligent systems conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=SAI+Intelligent+Systems+Conference&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,12,B1,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,12,1,B5,B1,-
824,interaccion,international conference on human computer interaction,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=KysgLH5MMEIJ.2018,nulo,9,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,9,-,B5,B2,-
825,interact,ifip tc 13 international conference on human-computer interaction,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=6hYO_ZiWs1YJ.2018,Top10,21,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,21,-,A2,A3,-
826,interspeech,conference of the international speech communication association,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=ssdQ_yPkyjAJ.2018,Relevante,56,A1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,56,-,A1,A1,-
827,iolts,ieee international on-line testing symposium,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=0SR2S8_NVfUJ.2018,Relevante,11,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,11,-,B1,B2,-
828,iotaal,workshop on internet of things for ambient assisted living,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:27:27,categorias 3 e 4 não são atualizadas,-,-,B4,-,-
829,iotbds,international conference on internet of things and big data and security,1,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=Z9ke4WsaXDEJ.2019,nulo,10,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,10,-,-,B2,-
830,iotcc,"international conference on internet of things, data and cloud computing",1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=MTgLy8Jiqq8J.2019,nulo,9,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,-,-,-,-,-
831,ipaw,international provenance and annotation workshop,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Provenance+and+Annotation+Workshop&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,11,B2,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,11,1,B2,B2,-
832,ipccc,"international performance, computing, and communications conference",2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=LM8Vo6K7w5QJ.2018,Relevante,14,B1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,14,-,B1,B1,-
833,ipco,conference on integer programming and combinatorial optimization,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Conference+on+Integer+Programming+and+Combinatorial+Optimization&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top10,15,A3,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,15,1,B1,B1,-
834,ipcvwc,"international conference on image processing, computer vision, and pattern recognition",1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Image+Processing%2C+Computer+Vision%2C+and+Pattern+Recognition&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,8,1,B5,B3,-
835,ipdln,international population data linkage network,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:27:27,categorias 3 e 4 não são atualizadas,-,-,-,-,-
836,ipdps,ieee international parallel & distributed processing symposium,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Cge5_JoKLicJ.2018,Top10,46,A1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,17,1,A1,A4,-
837,ipdpsw,ieee international parallel & distributed processing symposium workshops,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Parallel+%26+Distributed+Processing+Symposium+Workshops&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,17,A4,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,17,1,B4,A4,-
838,ipec,international symposium on parameterized and exact computation,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=omO5C9pkf-8J.2019,nulo,13,B1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,14,-,-,B1,-
839,ipmu,international conference on information processing and management of uncertainty in knowledge-based systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=DxTMQsOcxf0J.2018,Relevante,11,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,11,-,B2,B2,-
840,ippr,international conference on image processing and pattern recognition,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=mCkSs6nwF6sJ.2019,nulo,7,B3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,7,-,-,B3,-
841,ipsn,international conference on information processing in sensor networks,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=LVh5pfQaySQJ.2018,nulo,30,A2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,30,-,A1,A2,-
842,ipta,international conference on image processing theory tools and applications,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=168G1yVQpXoJ.2019,nulo,14,B1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,14,-,-,B1,-
843,iri,ieee international conference on information reuse and integration,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Llhi-G0S554J.2018,nulo,16,A4,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,16,-,B1,A4,-
844,iris,ieee international symposium on robotics and intelligent sensors,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=eK8ODkZ6vKoJ.2018,nulo,6,B3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,6,-,-,B3,-
845,irmmw,"international conference on infrared, millimeter, and terahertz waves",1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=yfyE0T8aCnwJ.2018,nulo,15,A4,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,15,-,B3,A4,-
846,iros,ieee/rsj international conference on intelligent robots and systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=QZ31s4XlF8EJ.2018,Top10,54,A1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,54,-,A1,A1,-
847,isaac,international symposium algorithms and computation,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=REeNFlEptmgJ.2018,Top20,16,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,16,-,B1,A4,-
848,isads,international symposium on autonomous decentralized systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=YCgyKdTzKvEJ.2018,Relevante,12,B1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,12,-,-,B1,-
849,isam,ieee international symposium on assembly and manufacturing,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Symposium+on+Assembly+and+Manufacturing&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,8,B3,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,8,1,-,B3,-
850,isami,international symposium on ambient intelligence,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Ambient+Intelligence&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,6,B3,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,6,1,B2,B3,-
851,isap,international conference on intelligent system applications to power systems,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=uDZRTlCbKvUJ.2018,nulo,6,B3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,6,-,B4,B3,-
852,isbi,ieee international symposium on biomedical imaging,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=BvOzx47YdqIJ.2018,Top20,27,A2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,27,-,B2,A2,-
853,isbra,international symposium on bioinformatics research and applications,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Bioinformatics+Research+and+Applications&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top10,9,A4,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,9,1,B3,B2,-
854,isc,international supercomputing conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=hsyBYLPZc7UJ.2018,Top20,21,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,21,-,-,A3,-
855,isc,international conference on information security,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Vnq3DIsft2YJ.2019,nulo,15,A4,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,-,-,-,-,-
856,isc2,ieee international smart cities conference,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Smart+Cities+Conference&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,14,B1,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,14,1,B3,B1,-
857,isca,international symposium on computer architecture,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=-RiAttlQ-g0J.2018,Top10,58,A1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,58,-,A1,A1,-
858,iscas,ieee international symposium on circuits and systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=V91jHpOGqs0J.2018,Top10,29,A2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,29,-,A1,A2,-
859,iscc,international symposium on computers and communications,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=0jK8bHjCH68J.2018,Top20,20,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,20,-,A2,A3,-
860,isce,ieee international symposium on consumer electronics,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=zd_ftkTGJKAJ.2018,nulo,12,B1,14/05/2020,15/08/2021 03:27:27,link é o mesmo utilizado para outro evento: http-collector-https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=zd_ftkTGJKAJ.2018 is already defined as a collector,12,-,B3,B1,-
861,iscis,international symposium on computer and information sciences,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=jdBKY1k8XEwJ.2018,Relevante,24,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,24,-,B1,A3,-
862,iscopt,international symposium on combinatorial optimization,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Combinatorial+Optimization&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top20,8,B2,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,8,1,B3,B3,-
863,iscram,international conference on information systems for crisis response and management,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=jpqK-S5bXocJ.2018,Relevante,24,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,24,-,B4,A3,-
864,isda,international conference on intelligent systems design and applications,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=vtykNI3af7IJ.2018,nulo,10,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,10,-,B1,B2,-
865,isdevel,international conference on information systems development,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=IXwBVJe3Y30J.2018,Relevante,7,B3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,7,-,B3,B3,-
866,isea,international symposium on electronic arts,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Electronic+Arts&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,3,B4,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,3,1,-,B4,-
867,isecon,information systems education conference,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Information+Systems+Education+Conference&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,4,B4,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,4,1,-,B4,-
868,iser,international symposium on experimental robotics,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=ke1g66ZJCWoJ.2018,Top10,15,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,15,-,B3,B1,-
869,iseud,ud - international symposium on end-user development,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=UD+-+International+Symposium+on+End-User+Development&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,5,B4,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,5,1,B1,B4,-
870,isgt,ieee pes innovative smart grid technologies,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=9nASlar3rTYJ.2018,Relevante,24,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,24,-,-,A3,-
871,isgt-europe,ieee pes innovative smart grid technologies conference europe,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=TE_bdym1DdkJ.2018,Relevante,17,A4,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,17,-,-,A4,-
872,isgteurope,europe - ieee international conference on innovative smart grid technologies,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Europe+-+IEEE+International+Conference+on+Innovative+Smart+Grid+Technologies&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,11,1,B2,B2,-
873,isi,ieee international conference on intelligence and security informatics,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=FnytYFo6AtMJ.2018,nulo,13,B1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,13,-,B1,B1,-
874,isic,international symposium on integrated circuits,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Integrated+Circuits&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,10,1,B2,B2,-
875,isie,ieee international symposium on industrial electronics,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=nvZjR0BHub4J.2018,Relevante,19,A4,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,19,-,B2,A4,-
876,isis,international conference on information security,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Vnq3DIsft2YJ.2019,Relevante,15,A4,15/06/2020 18:37:52,15/08/2021 03:27:27,link é o mesmo utilizado para outro evento: http-collector-https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Vnq3DIsft2YJ.2019 is already defined as a collector,15,-,-,A4,-
877,isit,international symposium on information theory,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=fjTusMdgL5UJ.2018,nulo,54,A1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,54,-,A1,A1,-
878,islped,international symposium on low power electronics and design,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Symposium+on+Low+Power+Electronics+and+Design&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top10,14,A3,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,14,1,A2,B1,-
879,ism,ieee international symposium on multimedia,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Symposium+on+Multimedia&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Top10,21,A3,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,21,1,B1,A3,-
880,ismar,international symposium on mixed and augmented reality,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=saKKhfQeF-MJ.2018,Top10,23,A3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,23,-,A2,A3,-
881,ismb/eccb,intelligent systems for molecular biology / european conference on computational biology,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Intelligent+Systems+for+Molecular+Biology&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Top20,2,B3,link sem info h5,15/08/2021 03:27:27,não encontrou a tag span: list index out of range,2,1,-,B4,-
882,ismcr,international symposium on measurement and control in robotics,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:27:27,categorias 3 e 4 não são atualizadas,-,-,-,-,-
883,ismir,international society for music information retrieval conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=ww7t0KgL1UgJ.2018,Top10,28,A2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,28,-,A1,A2,-
884,ismis,international symposium on methodologies for intelligent systems,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=KkzNUMTaVsQJ.2018,nulo,8,B3,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,8,-,B1,B3,-
885,ismm,international symposium on mathematical morphology,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=gOjRemocSxMJ.2018,Top20,14,A4,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,14,-,B1,B1,-
886,ismr,international symposium on medical robotics,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:27:27,categorias 3 e 4 não são atualizadas,-,-,-,-,-
887,ismvl,ieee international symposium on multiple-valued logic,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=iqR-LszVNT8J.2018,Top20,10,B1,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,10,-,-,B2,-
888,isnn,international symposium on neural networks,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=EuDsQwtF3IIJ.2018,nulo,11,B2,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,11,-,B1,B2,-
889,isola,"international symposium on leveraging applications of formal methods, verification and validation",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=wOH94ungceEJ.2018,Top20,14,A4,15/08/2021 03:27:27,15/08/2021 03:27:27,atualizado com sucesso,14,-,B1,B1,-
