,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
1954,1954,Taller Internacional de Software Educativo,19990.0,-,conferencia,-,congreso internacional de informatica educativa,congreso internacional de informatica educativa,international computing education research,congreso internacional de informatica educativa,70.0,74.0,64.0,67.0,,,,,nulo,nao_tem,-
1955,1955,Brazilian Symposium on Human Factors in Computing Systems (IHC'15),20150.0,-,conferencia,ihc,brazilian symposium on computing system engineering,acm conference on human factors in computing systems,brazilian symposium on computing system engineering,acm conference on human factors in computing systems,70.0,79.0,77.0,83.0,,,,A1,partial set,acm conference on human factors in computing systems,A1
1956,1956,the 30th Australian Conference,20180.0,-,conferencia,-,text analysis conference,agile conference,text analysis conference,australian conference on human-computer interaction,70.0,81.0,67.0,82.0,,A3,,A3,set,australian conference on human-computer interaction,A3
1957,1957,1st International Conference of the Brazilian Association for Bioinformatics and Computational Biology (X-Meeting'2005),20050.0,-,conferencia,-,international conference on bioinformatics & computational biology,international cad conference,international conference on computational systems-biology and bioinformatics,international conference on bioinformatics & computational biology,70.0,86.0,73.0,98.0,,B2,,B3,ratio set,international conference on bioinformatics & computational biology,B3
1958,1958,2nd International Conference of the Brazilian Association for Bioinformatics and Computational Biology (X-Meeting'2006),20060.0,-,conferencia,-,international conference on bioinformatics & computational biology,international cad conference,international conference on computational systems-biology and bioinformatics,international conference on bioinformatics & computational biology,70.0,86.0,73.0,98.0,,B2,,B3,ratio set,international conference on bioinformatics & computational biology,B3
1959,1959,3rd International Conference of the Brazilian Association for Bioinformatics and Computational Biology (X-Meeting'2007),20070.0,-,conferencia,-,international conference on bioinformatics & computational biology,international cad conference,international conference on computational systems-biology and bioinformatics,international conference on bioinformatics & computational biology,70.0,86.0,73.0,98.0,,B2,,B3,ratio set,international conference on bioinformatics & computational biology,B3
1960,1960,5th International Conference of the Brazilian Association for Bioinformatics and Computational Biology (X-Meeting'2009),20090.0,-,conferencia,-,international conference on bioinformatics & computational biology,international cad conference,international conference on computational systems-biology and bioinformatics,international conference on bioinformatics & computational biology,70.0,86.0,73.0,98.0,,B2,,B3,ratio set,international conference on bioinformatics & computational biology,B3
1961,1961,SBRC'98 - 16o Simpósio Brasileiro de Redes de Computadores,19980.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de robotica,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,70.0,77.0,71.0,87.0,,,,A4,nulo,nao_tem,-
1962,1962,SBRC'97 - 15o Simpósio Brasileiro de Redes de Computadores,19970.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de robotica,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,70.0,77.0,71.0,87.0,,,,A4,nulo,nao_tem,-
1963,1963,SBRC'96 - 14o Simpósio Brasileiro de Redes de Computadores,19960.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de robotica,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,70.0,77.0,71.0,87.0,,,,A4,nulo,nao_tem,-
1964,1964,SBRC'95 - 13o Simpósio Brasileiro de Redes de Computadores,19950.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de robotica,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,70.0,77.0,71.0,87.0,,,,A4,nulo,nao_tem,-
1965,1965,SBRC'94 - 12o Simpósio Brasileiro de Redes de Computadores,19940.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de robotica,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,70.0,77.0,71.0,87.0,,,,A4,nulo,nao_tem,-
1966,1966,SBRC'99 - 17o Simpósio Brasileiro de Redes de Computadores,19990.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de robotica,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,70.0,77.0,71.0,87.0,,,,A4,nulo,nao_tem,-
1967,1967,SBRC'93 - 11o Simpósio Brasileiro de Redes de Computadores,19930.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de robotica,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,70.0,77.0,71.0,87.0,,,,A4,nulo,nao_tem,-
1968,1968,SBRC'01 - 19 Simposio Brasileiro de Redes de Computadores,20010.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de robotica,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,70.0,77.0,72.0,88.0,,,,A4,nulo,nao_tem,-
1969,1969,2nd ACM Workshop on Middleware for Grid Computing,20040.0,-,conferencia,middleware,acm workshop on distributed cloud computing,acm workshop on distributed cloud computing,acm workshop on distributed cloud computing,workshop of urban computing,70.0,70.0,65.0,80.0,,,,B1,nulo,nao_tem,-
1970,1970,3rd ACM International Workshop on Middleware for Grid Computing,20050.0,-,conferencia,middleware,international workshop on algorithms and computation,international i*workshop,"international workshop on logic, language, information and computation",international i*workshop,70.0,92.0,69.0,96.0,,B4,,B4,nulo,nao_tem,-
1971,1971,"Compiler, Architecture and Tools Conference",20130.0,-,conferencia,-,computer-aided architectural design futures conference,european control conference,computer-aided architectural design futures conference,"international conference on compilers, architecture, and synthesis for embedded systems",70.0,78.0,73.0,78.0,,,,,nulo,nao_tem,-
1972,1972,XXXIX Brazilian Symposium on Telecommunications and Signal Processing,20210.0,-,conferencia,-,"international symposium on communication systems, networks and digital signal processing",brazilian symposium on geoinformatics,international telecommunications network strategy and planning symposium,brazilian symposium on bioinformatics,70.0,76.0,67.0,75.0,,,,,nulo,nao_tem,-
1973,1973,Fifth Israeli Symposium on Theory of Computing and Systems,19970.0,-,conferencia,-,international symposium on frontiers of combining systems,annual acm symposium on theory of computing,annual acm symposium on theory of computing,annual acm symposium on theory of computing,70.0,81.0,69.0,85.0,,A1,,A1,nulo,nao_tem,-
1974,1974,X Workshop de Computação da FACCAMP,20140.0,-,conferencia,-,workshop de computacao em clouds e aplicacoes,workshop de computacao aplicada a gestao do meio ambiente e recursos naturais,workshop de visao computacional,workshop de desafios da computacao aplicada a educacao,70.0,77.0,73.0,83.0,,,,B4,nulo,nao_tem,-
1975,1975,35th Brazilian Symposium on Databases,20200.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on geoinformatics,brazilian symposium on bioinformatics,70.0,70.0,70.0,75.0,,,,,nulo,nao_tem,-
1976,1976,Brazilian Remote Sensing Symposium,20090.0,-,conferencia,-,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,brazilian symposium on formal methods,ieee international geoscience and remote sensing symposium,70.0,82.0,73.0,83.0,,A3,,A3,ratio partial set,ieee international geoscience and remote sensing symposium,A3
1977,1977,34th Brazilian Symposium on Databases,20190.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on geoinformatics,brazilian symposium on bioinformatics,70.0,70.0,70.0,75.0,,,,,nulo,nao_tem,-
1978,1978,15th International Congress of the Brazilian Geophysical Society,20170.0,-,conferencia,-,international conference of the chilean computer science society,international i*workshop,international convention of the audio engineering society,ieee international congress on bigdata,70.0,75.0,66.0,73.0,,,,,nulo,nao_tem,-
1979,1979,EAGE Workshop on High Performance Computing for Upstream,20180.0,-,conferencia,-,workshop on unconventional high performance computing,workshop on unconventional high performance computing,workshop on unconventional high performance computing,workshop on unconventional high performance computing,70.0,73.0,77.0,84.0,,,,B4,all,workshop on unconventional high performance computing,B4
1980,1980,V Workshop de Comunicação Sem Fio e Computação Móvel,20030.0,-,conferencia,sem,workshop sobre educacao em computacao,workshop de musica ubiqua,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,70.0,72.0,73.0,77.0,,,,,nulo,nao_tem,-
1981,1981,International Joint Conference on Biomedical Engineering Systems and Technologies - HEALTHINF - BIOSTEC,20130.0,-,conferencia,healthinf,international conference biomedical engineering and informatics,international test conference,international conference on health and social care information systems and technologies,international conference on web engineering,70.0,86.0,74.0,95.0,,A4,,A3,nulo,nao_tem,-
1982,1982,VIII Simpósio Brasileiro de Computação Gráfica e Processamento de Imagens (VIII SIBGRAPI),19950.0,-,conferencia,sibgrapi,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de computacao musical,simposio brasileiro de computacao ubiqua e pervasiva,simposio brasileiro de computacao musical,70.0,90.0,63.0,89.0,,B1,,B1,nulo,nao_tem,-
1983,1983,XII SIBBRAPI: XII Simpósio Brasileiro de Computação Gráfica e Processamento de Imagens,19990.0,-,conferencia,-,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de computacao musical,simposio brasileiro de computacao ubiqua e pervasiva,simposio brasileiro de computacao musical,70.0,90.0,64.0,89.0,,B1,,B1,nulo,nao_tem,-
1984,1984,EURO Conference 2009,20090.0,-,conferencia,euro,web audio conference,east european conference on advances in databases and information systems,web audio conference,euro american conference on telematics and information systems,70.0,80.0,65.0,86.0,,A4,,B3,nulo,nao_tem,-
1985,1985,"10th International Workshop, BPMDS 2009",20090.0,-,conferencia,-,international i*workshop,international i*workshop,international i*workshop,international i*workshop,70.0,92.0,74.0,96.0,,B4,,B4,all,international i*workshop,B4
1986,1986,GEOINFO 2002 - IV Simpósio Brasileiro de Geoinformática,20020.0,-,conferencia,geoinfo,congresso brasileiro de agroinformatica,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de robotica,70.0,82.0,77.0,83.0,,A3,,B1,nulo,nao_tem,-
1987,1987,Simpósio Nipo-Brasileiro de Ciência e Tecnologia,19950.0,-,conferencia,-,simposio brasileiro de sistemas eletricos,simposio brasileiro de robotica,simposio brasileiro de tecnologia da informacao,simposio brasileiro de robotica,70.0,77.0,80.0,83.0,,,B4,B1,nulo,nao_tem,-
1988,1988,VIII Workshop de Sistemas Operacionais,20110.0,-,conferencia,-,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,70.0,77.0,64.0,70.0,,,,,nulo,nao_tem,-
1989,1989,International Telecommunications Symposium (ITS),19980.0,-,conferencia,its,international workshop on telecommunications,international telecommunications network strategy and planning symposium,international workshop on telecommunications,international telecommunications network strategy and planning symposium,70.0,75.0,76.0,95.0,,,,B1,ratio sort,international workshop on telecommunications,B3
1990,1990,Proc. of V Simpósio Brasileiro de Computação Gráfica e Processamento de Imagens (SIBGRAPI),19930.0,-,conferencia,sibgrapi,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de computacao musical,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro de computacao musical,70.0,90.0,64.0,89.0,,B1,,B1,nulo,nao_tem,-
1991,1991,World Congress on Medical Physics and Biomedical Engineering,19940.0,-,conferencia,-,world congress on medical and health informatics,international work-conference on bioinformatics and biomedical engineering,international conference biomedical engineering and informatics,world congress on biosensors,70.0,73.0,67.0,76.0,,,,,partial,international work-conference on bioinformatics and biomedical engineering,A4
1992,1992,Brazilian Symposium on Computer Graphics and Image Processing,20090.0,-,conferencia,-,brazilian symposium on computing system engineering,pacific symposium on biocomputing,eurographics symposium on geometry processing,brazilian symposium on bioinformatics,70.0,73.0,70.0,75.0,,,,,nulo,nao_tem,-
1993,1993,First International Workshop on Software Test Output Validation,20100.0,-,conferencia,-,international workshop on software ecosystems,international i*workshop,international workshop on search-based software testing,international i*workshop,70.0,92.0,75.0,96.0,,B4,,B4,nulo,nao_tem,-
1994,1994,Workshop de Qualidade de Software - SBC,19980.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,workshop de software livre,workshop de software livre,70.0,76.0,76.0,87.0,,,,B4,ratio partial,simposio brasileiro de qualidade de software,B1
1995,1995,5th International Workshop on Software and Compilers for Embedded Systems(SCOPES 2001,20010.0,-,conferencia,-,international workshop on software engineering for systems-of-systems,international i*workshop,international workshop on software engineering for smart cyber-physical systems,international i*workshop,70.0,92.0,71.0,96.0,,B4,,B4,nulo,nao_tem,-
1996,1996,"Design, Automation & Test in Europe (DATE)",20040.0,-,conferencia,date,"design, automation and test in europe conference and exhibition","design, automation and test in europe conference and exhibition","design, automation and test in europe conference and exhibition","design, automation and test in europe conference and exhibition",70.0,83.0,69.0,93.0,,A1,,A1,all,"design, automation and test in europe conference and exhibition",A1
1997,1997,Conferencia Latino Americana de Computación de Alto Rendimiento,20100.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,latin american high performance computing conference,ieee latin-american conference on communications,70.0,83.0,68.0,69.0,,B2,,,nulo,nao_tem,-
1998,1998,LATIN 2018: Theoretical Informatics,20180.0,-,conferencia,latin,latin american symposium on theoretical informatics,medical informatics europe,latin american symposium on theoretical informatics,latin american symposium on theoretical informatics,70.0,76.0,71.0,92.0,,,,A4,ratio sort set,latin american symposium on theoretical informatics,A4
1999,1999,XII   Simpósio Brasileiro de Engenharia    de Software (SBES'98),19980.0,-,conferencia,sbes,simposio brasileiro de qualidade de software,simposio brasileiro de robotica,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,70.0,77.0,77.0,86.0,,,,B1,nulo,nao_tem,-
2000,2000,the 8th ACM Conference,20150.0,-,conferencia,-,text analysis conference,agile conference,acm sigcomm conference,international acm sigsoft conference on the quality of software architectures,70.0,75.0,68.0,90.0,,,,A4,nulo,nao_tem,-
2001,2001,ICSSA 2016 - The 2nd International Conference on Software Security and Assurance,20160.0,-,conferencia,-,iaria international conference on software engineering advances,international conference on software reuse,annual international conference on computer science and software engineering,international cad conference,70.0,93.0,68.0,92.0,,B1,,B2,nulo,nao_tem,-
2002,2002,Computer Analysis of Images and Patterns (CAIP),20150.0,-,conferencia,patterns,international conference on computer analysis of images and patterns,international conference on computer analysis of images and patterns,international conference on computer analysis of images and patterns,international conference on computer analysis of images and patterns,70.0,92.0,71.0,94.0,,A4,,A4,all,international conference on computer analysis of images and patterns,A4
2003,2003,14th International Conference on X-Ray M icroscopy (XRM),20180.0,-,conferencia,-,ieee international conference on data mining workshop (icdmw),international cad conference,international conference on discovery science,international cad conference,70.0,86.0,69.0,92.0,,B2,,B2,nulo,nao_tem,-
2004,2004,Fifth Conference on Machine Translation,20200.0,-,conferencia,-,international conference on machine learning,agile conference,international conference on graph transformation,agile conference,70.0,75.0,69.0,77.0,,,,,nulo,nao_tem,-
2005,2005,Simposio nipo-brasileiro de Ciencia e Tecnologia,,-,conferencia,-,simposio brasileiro de sistemas eletricos,simposio brasileiro de robotica,simposio brasileiro de tecnologia da informacao,simposio brasileiro de robotica,70.0,77.0,80.0,83.0,,,B4,B1,nulo,nao_tem,-
2006,2006,the 9th ACM symposium,20120.0,-,conferencia,-,ieee haptics symposium,biennial acm symposium on eye tracking research & applications,ieee haptics symposium,acm symposium on computer and communications security,70.0,71.0,60.0,76.0,,,,,nulo,nao_tem,-
2007,2007,the 6th ACM Symposium,20160.0,-,conferencia,-,ieee haptics symposium,biennial acm symposium on eye tracking research & applications,ieee haptics symposium,acm symposium on computer and communications security,70.0,71.0,60.0,76.0,,,,,nulo,nao_tem,-
2008,2008,XI International Conference Algorithms and Complexity (CIAC 2019),20190.0,-,conferencia,-,international conference on algorithms for computational biology,international cad conference,international conference on algorithms for computational biology,international cad conference,70.0,86.0,69.0,92.0,,B2,,B2,nulo,nao_tem,-
2009,2009,"IEEE Systems, Man, and Cybernetics",20210.0,-,conferencia,-,"ieee international conference on systems, man and cybernetics","ieee international conference on systems, man and cybernetics",robotics: science and systems,"ieee international conference on systems, man and cybernetics",69.0,90.0,70.0,100.0,,A3,,A3,ratio partial set,"ieee international conference on systems, man and cybernetics",A3
2010,2010,2018 IEEE 87th Vehicular Technology Conference (VTC Spring),20180.0,-,conferencia,vtc,vehicular technology conference,vehicular technology conference,vehicular technology conference,vehicular technology conference,69.0,100.0,70.0,100.0,,A1,,A1,all,vehicular technology conference,A1
2011,2011,XIV Annual Computer Security Incident Handling Conference,20020.0,-,conferencia,-,computer security applications conference,agile conference,australian conference on human-computer interaction,computer security applications conference,69.0,75.0,67.0,81.0,,,,A2,nulo,nao_tem,-
2012,2012,16th IFIP/IEEE International Workshop on Distributed Systems: Operations and Management,20050.0,-,conferencia,-,ieee international workshop on cloud data management,international i*workshop,international workshop on management of sdn and nfv systems,international i*workshop,69.0,92.0,72.0,96.0,,B4,,B4,nulo,nao_tem,-
2013,2013,Workshop de Trabalhos de Iniciação Científica e de Graduação do X Simpósio Brasileiro em Segurança da Informação e de Sistemas Computacionais,20100.0,-,conferencia,-,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,simposio brasileiro em seguranca da informacao e de sistemas computacionais,69.0,100.0,69.0,100.0,,B1,,B1,all,simposio brasileiro em seguranca da informacao e de sistemas computacionais,B1
2014,2014,II Simpósio Brasileiro de Linguagens de Programação  (SBLP'97),19970.0,-,conferencia,sblp,simposio brasileiro de sistemas de informacao,simposio brasileiro de robotica,simposio brasileiro de sistemas de informacao,simposio brasileiro de robotica,69.0,81.0,67.0,83.0,,B1,,B1,nulo,nao_tem,-
2015,2015,IX Brazilian Symposium on Fault-tolerant computing,20010.0,-,conferencia,-,brazilian symposium on formal methods,brazilian symposium on bioinformatics,brazilian symposium on computing system engineering,acm symposium on cloud computing,69.0,76.0,73.0,81.0,,,,A1,nulo,nao_tem,-
2016,2016,Congresso Brasileiro de Software: Teoria e Prática - CBSoft,20140.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de informatica em saude,congresso brasileiro de automatica,69.0,79.0,72.0,81.0,,,,B4,nulo,nao_tem,-
2017,2017,the 2015 European Conference,20150.0,-,conferencia,-,european control conference,ec-tel - european conference on technology enhanced learning,european semantic web conference,conference of the european chapter of the association for computational linguistics,69.0,82.0,73.0,90.0,,A3,,A1,nulo,nao_tem,-
2018,2018,2015 XLI Latin American Computing Conference (CLEI),20150.0,-,conferencia,latin,latin american networking conference,latin american networking conference,latin american high performance computing conference,american control conference,69.0,83.0,71.0,83.0,,B4,,A1,nulo,nao_tem,-
2019,2019,The Sixth International PEG Conference on Knowledge Based Environments for Teaching and Learning,19910.0,-,conferencia,-,international conference on knowledge engineering and semantic web,international test conference,international conference on smart learning environments,international conference on smart learning environments,69.0,90.0,70.0,94.0,,A4,,B3,nulo,nao_tem,-
2020,2020,Sixth International Workshop on Groupware CRIWG2000,20000.0,-,conferencia,-,international workshop on software ecosystems,international i*workshop,international workshop on geospatial simulation,international i*workshop,69.0,92.0,69.0,96.0,,B4,,B4,nulo,nao_tem,-
2021,2021,II Workshop Brasileiro de GeoInformática - GeoInfo2000,20000.0,-,conferencia,-,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,workshops do congresso brasileiro de informatica na educacao,workshop brasileiro de metodos ageis,69.0,82.0,70.0,76.0,,B4,,,nulo,nao_tem,-
2022,2022,Simposio de Realidade Virtual,20010.0,-,conferencia,-,workshop de realidade virtual e aumentada,workshop de realidade virtual e aumentada,symposium on virtual and augmented reality,workshop de realidade virtual e aumentada,69.0,83.0,65.0,82.0,,B4,,B4,ratio partial set,workshop de realidade virtual e aumentada,B4
2023,2023,IHC2002 - V Symposium on Human Factors in Computer Systems,20020.0,-,conferencia,-,acm conference on human factors in computing systems,acm conference on human factors in computing systems,acm conference on human factors in computing systems,real-time systems symposium,69.0,72.0,67.0,77.0,,,,,ratio partial sort,acm conference on human factors in computing systems,A1
2024,2024,IADIS International Conference on Interfaces and Human Computer Interaction (IHCI) 2009 (to be published),20090.0,-,conferencia,-,international conference universal access in human-computer interaction,international conference on biometrics,iaria international conference on advances in computer-human interactions,international conference on human-computer interaction,69.0,87.0,75.0,100.0,,A3,,B1,ratio sort,iaria international conference on advances in computer-human interactions,B4
2025,2025,the 2017 Conference,20170.0,-,conferencia,-,agile conference,international semantic web conference,web audio conference,ieee conference on norbert wiener in the 21st century,69.0,70.0,67.0,85.0,,,,B2,nulo,nao_tem,-
2026,2026,IHC '20: XIX Brazilian Symposium on Human Factors in Computing Systems,20200.0,-,conferencia,ihc,acm conference on human factors in computing systems,acm conference on human factors in computing systems,brazilian symposium on computing system engineering,acm conference on human factors in computing systems,69.0,79.0,74.0,83.0,,,,A1,ratio partial set,acm conference on human factors in computing systems,A1
2027,2027,IHC '21: XX Brazilian Symposium on Human Factors in Computing Systems,20210.0,-,conferencia,ihc,acm conference on human factors in computing systems,acm conference on human factors in computing systems,brazilian symposium on computing system engineering,acm conference on human factors in computing systems,69.0,79.0,75.0,83.0,,,,A1,ratio partial set,acm conference on human factors in computing systems,A1
2028,2028,String Processing and Information Retrieval (SPIRE'98),19980.0,-,conferencia,spire,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,international symposium on string processing and information retrieval,69.0,89.0,70.0,91.0,,B1,,B1,all,international symposium on string processing and information retrieval,B1
2029,2029,SEMINÁRIO FRANCO-BRASILEIRO EM SISTEMAS DISTRIBUÍDOS,19890.0,-,conferencia,-,simposio brasileiro de sistemas eletricos,congresso brasileiro de sistemas fuzzy,simposio brasileiro de sistemas de informacao,simposio brasileiro de redes de computadores e sistemas distribuidos,69.0,68.0,70.0,76.0,,,,,nulo,nao_tem,-
2030,2030,I SICON - Simpósio de Sistemas e Simulação,19980.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas eletricos,simposio brasileiro de sistemas de informacao,69.0,69.0,62.0,76.0,,,,,nulo,nao_tem,-
2031,2031,III Workshop de Gerência de Redes,20050.0,-,conferencia,-,workshop de gerencia e operacao de redes e servicos,workshop de gerencia e operacao de redes e servicos,workshop de gerencia e operacao de redes e servicos,workshop de gerencia e operacao de redes e servicos,69.0,76.0,71.0,93.0,,,,B4,all,workshop de gerencia e operacao de redes e servicos,B4
2032,2032,2nd IEEE/IFIP International Workshop on Mobility Aware Technologies and Applications ? MATA´05,20050.0,-,conferencia,-,"international workshop on smart city clouds: technologies, systems and applications",international i*workshop,"international workshop on smart city clouds: technologies, systems and applications",international i*workshop,69.0,92.0,71.0,96.0,,B4,,B4,nulo,nao_tem,-
2033,2033,"IEEE Third International Conference on Broadband Communications, Networks and Systems (Broadnets 2006)",20060.0,-,conferencia,networks,ieee international conference on advanced information networking and applications,international cad conference,iaria international conference on systems and networks communications,ieee international conference on communications,69.0,86.0,77.0,100.0,,B2,,A1,set,ieee international conference on communications,A1
2034,2034,the Workshop,,-,conferencia,-,iberchip workshop,cologne-twente workshop on graphs and combinatorial optimization,workshop iberchip,international workshop on the use of gis in emergency management,69.0,92.0,69.0,100.0,,B3,,B4,nulo,nao_tem,-
2035,2035,Workshop on Application Specific Processors,20040.0,-,conferencia,-,workshop on applications for multi-core architectures,ieee workshop on applications of signal processing to audio and acoustics,brazilian workshop on service robotics,"ieee international conference on application-specific systems, architectures and processors",69.0,79.0,67.0,88.0,,,,A4,nulo,nao_tem,-
2036,2036,X Workshop IBERCHIP (IWS's 2004),20040.0,-,conferencia,iberchip,workshop iberchip,workshop iberchip,workshop iberchip,workshop iberchip,69.0,100.0,72.0,100.0,,B4,,B4,all,workshop iberchip,B4
2037,2037,CONGRESSO DA SOCIEDADE BRASILEIRA DE COMPUTACAO,19880.0,-,conferencia,-,congresso brasileiro de automatica,simposio brasileiro de computacao musical,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de informatica em saude,69.0,70.0,68.0,73.0,,,,,nulo,nao_tem,-
2038,2038,Congresso da Sociedade Brasileira de Computação,19970.0,-,conferencia,-,congresso brasileiro de automatica,simposio brasileiro de computacao musical,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de informatica em saude,69.0,70.0,68.0,73.0,,,,,nulo,nao_tem,-
2039,2039,ACM 2nd International workshop on video surveillance & sensor networks,20040.0,-,conferencia,networks,international conference on sensor networks,international i*workshop,international workshop on emerging trends in software metrics,international i*workshop,69.0,92.0,65.0,96.0,,B4,,B4,nulo,nao_tem,-
2040,2040,3º Seminário em Tecnologia da Informação PCI do CTI,20100.0,-,conferencia,-,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,69.0,72.0,69.0,69.0,,,,,nulo,nao_tem,-
2041,2041,"Workshop of Theses and Dissertations, Conference on Graphics, Patterns and Images",20120.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",69.0,100.0,69.0,100.0,,A3,,A3,all,"conference on graphics, patterns and images",A3
2042,2042,17th ACM SIGSPATIAL Conference,20090.0,-,conferencia,acm sigspatial,acm sigcomm conference,agile conference,acm sigcomm conference,acm sigspatial international conference on advances in geographic information systems,69.0,88.0,69.0,91.0,,A3,,A2,set,acm sigspatial international conference on advances in geographic information systems,A2
2043,2043,"Simpósio Brasileiro de Componentes, Arquiteturas e Reutilização de Software",20110.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de robotica,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,69.0,81.0,66.0,86.0,,B1,,B1,nulo,nao_tem,-
2044,2044,XVIII Latin-Iberoamerican Conference on Operations Research (CLAIO 2016),20160.0,-,conferencia,latin,international conference on operations research,european conference on operational research,international conference on operations research,international conference on operations research,69.0,86.0,72.0,82.0,,B4,,B3,ratio sort set,international conference on operations research,B3
2045,2045,9th World Congress in Health information and libraries,20050.0,-,conferencia,-,world congress on medical and health informatics,world congress on medical and health informatics,world congress on medical and health informatics,world congress on medical and health informatics,69.0,71.0,75.0,75.0,,,,,nulo,nao_tem,-
2046,2046,Workshop on Algorithm Engineering (WAE'97),,-,conferencia,-,workshop on requirements engineering,workshop on requirements engineering,workshop on algorithms in bioinformatics,workshop on requirements engineering,69.0,75.0,68.0,78.0,,,,,nulo,nao_tem,-
2047,2047,Brazilian Workshop '96 on Mathematical Morphology,19960.0,-,conferencia,-,international symposium on mathematical morphology,international symposium on mathematical morphology,international symposium on mathematical morphology,brazilian e-science workshop,69.0,72.0,69.0,78.0,,,,,ratio partial sort,international symposium on mathematical morphology,A4
2048,2048,XXI SEMISH -- Seminario Integrado de Hardware e Software,19940.0,-,conferencia,semish,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,69.0,81.0,88.0,100.0,,B1,B1,B1,all,seminario integrado de software e hardware,B1
2049,2049,IV Workshop de Comunicação Sem Fio e Computação Móvel,20020.0,-,conferencia,iv,workshop sobre educacao em computacao,workshop de musica ubiqua,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,69.0,72.0,74.0,78.0,,,,,nulo,nao_tem,-
