,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
1396,2018 IEEE/ACM International Conference on Utility and Cloud Computing Companion (UCC Companion),20180.0,-,conferencia,ucc,ieee/acm international conference on utility and cloud computing,ieee/acm international conference on utility and cloud computing,ieee/acm international conference on utility and cloud computing,ieee international conference on cloud computing,81,100,82,100,A3,A3,A3,A2,ratio partial sort,ieee/acm international conference on utility and cloud computing,A3
1397,the 27th International Conference,20180.0,-,conferencia,-,metaheuristics international conference,international cad conference,international test conference,"international conference on probabilistic, combinatorial and asymptotic methods for the analysis of algorithms",81,92,87,92,B3,B2,A4,B4,nulo,nao_tem,-
1398,ICPE &apos;20: ACM/SPEC International Conference on Performance Engineering,20200.0,-,conferencia,icpe,international conference on performance engineering,international conference on performance engineering,international conference on performance engineering,international conference on performance engineering,81,100,82,100,A3,A3,A3,A3,all,international conference on performance engineering,A3
1399,III Congresso Brasileiro de Engenharia de Fabricação,20050.0,-,conferencia,-,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,congresso brasileiro de engenharia biomedica,81,86,71,87,B4,B4,,B4,nulo,nao_tem,-
1400,IEEE Global Telecommunications Conference (globecom98),,-,conferencia,-,ieee global communications conference,ieee global communications conference,international conference on telecommunications,ieee global communications conference,81,89,71,83,A1,A1,,A1,ratio partial set,ieee global communications conference,A1
1401,16th International Symposium on Mathematical Programming,19970.0,-,conferencia,-,international symposium on mathematical morphology,international symposium on mathematical morphology,international symposium on mathematical morphology,international symposium on mathematical morphology,81,86,79,88,A4,A4,,A4,nulo,nao_tem,-
1402,2018 IEEE 10th LatinAmerican Conference on Communications (LATINCOM),20180.0,-,conferencia,latincom,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee international conference on communications,ieee global communications conference,81,90,76,90,B2,B2,,A1,ratio partial,ieee latin-american conference on communications,B2
1403,Segundo Workshop em Testes e Tolerância a Falhas (II WTF),20000.0,-,conferencia,wtf,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,80,98,82,96,B4,B4,B4,B4,all,workshop de testes e tolerancia a falhas,B4
1404,VIII Workshop  de Teste e  Tolerância a Falhas  (WTF 2007),20070.0,-,conferencia,wtf,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,80,95,84,90,B4,B4,B4,B4,all,workshop de testes e tolerancia a falhas,B4
1405,IEEE 23rd International Conference on Software Maintenance (ICSM 2007),20070.0,-,conferencia,-,ieee international conference on software maintenance and evolution,international conference on software business,ieee international conference on software maintenance and evolution,ieee international conference on rfid,80,89,84,93,A2,B1,A2,A4,ratio sort,ieee international conference on software maintenance and evolution,A2
1406,XXXV Seminário Integrado  de Software e Hardware  (SEMISH 2008),20080.0,-,conferencia,semish,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,80,98,83,100,B1,B1,B1,B1,all,seminario integrado de software e hardware,B1
1407,Fifth  Latin-American  Symposium  on  Dependable  Computing  (LADC 2011),20110.0,-,conferencia,latin,latin-american symposium on dependable computing,latin-american symposium on dependable computing,latin-american symposium on dependable computing,latin-american symposium on dependable computing,80,92,86,100,B2,B2,B2,B2,all,latin-american symposium on dependable computing,B2
1408,IAPR Intl. Conference on Pattern Recognition (ICPR),20120.0,-,conferencia,icpr,international conference on pattern recognition,mexican conference on pattern recognition,mexican conference on pattern recognition,mexican conference on pattern recognition,80,88,83,89,A2,B2,B2,B2,ratio,international conference on pattern recognition,A2
1409,Workshop of Thesis and Dissertations - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (WTD-ECML),20140.0,-,conferencia,ecml,european conference on machine learning and principles and practice of knowledge discovery in databases,european conference on machine learning and principles and practice of knowledge discovery in databases,european conference on machine learning and principles and practice of knowledge discovery in databases,european conference on machine learning and principles and practice of knowledge discovery in databases,80,100,82,100,A2,A2,A2,A2,all,european conference on machine learning and principles and practice of knowledge discovery in databases,A2
1410,VII Congresso IberoAmericano de Informática Educativa,20040.0,-,conferencia,-,congreso internacional de informatica educativa,congreso internacional de informatica educativa,congreso internacional de informatica educativa,congreso internacional de informatica educativa,80,81,72,80,B4,B4,,B4,all,congreso internacional de informatica educativa,B4
1411,IADIS CELDA 2010 (Cognition and Exploratory Learning in Digital Age) 2010,20100.0,-,conferencia,celda,cognition and exploratory learning in digital age,cognition and exploratory learning in digital age,cognition and exploratory learning in digital age,cognition and exploratory learning in digital age,80,100,82,100,B4,B4,B4,B4,all,cognition and exploratory learning in digital age,B4
1412,IEEE International Workshop on Information Forensics and Security (WIFS'2011),20110.0,-,conferencia,wifs,ieee workshop on information forensics and security,international i*workshop,ieee workshop on information forensics and security,ieee workshop on information forensics and security,80,92,81,100,A4,B4,A4,A4,ratio sort set,ieee workshop on information forensics and security,A4
1413,IEEE International Workshop on Information Forensics and Security (WIFS'2016),20160.0,-,conferencia,wifs,ieee workshop on information forensics and security,international i*workshop,ieee workshop on information forensics and security,ieee workshop on information forensics and security,80,92,81,100,A4,B4,A4,A4,ratio sort set,ieee workshop on information forensics and security,A4
1414,IEEE International Workshop on Information Forensics and Security (WIFS'2019),20190.0,-,conferencia,wifs,ieee workshop on information forensics and security,international i*workshop,ieee workshop on information forensics and security,ieee workshop on information forensics and security,80,92,81,100,A4,B4,A4,A4,ratio sort set,ieee workshop on information forensics and security,A4
1415,"33rd Conference on Graphics, Patterns and Images (SIBGRAPI'2020)",20200.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",80,100,82,100,A3,A3,A3,A3,all,"conference on graphics, patterns and images",A3
1416,Brazilian Symposium on Software Engineering (SBES) - Tools Track,20200.0,-,conferencia,sbes,brazilian symposium on software engineering,brazilian symposium on software engineering,brazilian symposium on software engineering,brazilian symposium on software engineering,80,100,83,100,A3,A3,A3,A3,all,brazilian symposium on software engineering,A3
1417,International Conference on Software Engineering - Software Engineering in Practice (SEIP),20220.0,-,conferencia,-,international conference on software engineering research and practice,international conference on software engineering,international conference on software engineering and knowledge engineering,international conference on software engineering,80,100,79,100,B3,A1,,A1,ratio partial set,international conference on software engineering,A1
1418,IEEE Global Telecommunications Conference - GLOBECOM'90,19900.0,-,conferencia,globecom,ieee global communications conference,ieee global communications conference,international conference on telecommunications,ieee global communications conference,80,89,71,82,A1,A1,,A1,ratio partial set,ieee global communications conference,A1
1419,6o. Congresso Brasileiro de Agroinformática - SBIAgro 2007,20070.0,-,conferencia,sbiagro,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,80,100,83,100,B4,B4,B4,B4,all,congresso brasileiro de agroinformatica,B4
1420,the 10th International Workshop,,-,conferencia,-,international i*workshop,international i*workshop,international i*workshop,international i*workshop,80,96,84,96,B4,B4,B4,B4,nulo,nao_tem,-
1421,18th IEEE/IFIP International Workshop on Rapid Systems Prototyping,20070.0,-,conferencia,-,ieee international symposium on rapid system prototyping,international i*workshop,ieee international symposium on rapid system prototyping,international i*workshop,80,92,75,96,B2,B4,,B4,ratio sort,ieee international symposium on rapid system prototyping,B2
1422,International Conference Cognition and Exploratory Learning in Digital Age,20140.0,-,conferencia,-,cognition and exploratory learning in digital age,cognition and exploratory learning in digital age,cognition and exploratory learning in digital age,cognition and exploratory learning in digital age,80,100,80,100,B4,B4,B4,B4,all,cognition and exploratory learning in digital age,B4
1423,5th International Conference on Networked Sensing Systems (INSS'08),20080.0,-,conferencia,-,international conference on networked systems,international conference on networked systems,international conference on networked systems,international conference on networked systems,80,91,82,100,B1,B1,B1,B1,all,international conference on networked systems,B1
1424,Lagos09 - Latin American Graphs and Optimization Symposium,20090.0,-,conferencia,latin,"latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium",80,78,83,92,B3,,B3,B3,all,"latin-american algorithms, graphs and optimization symposium",B3
1425,V International Conference on Multimedia and Information and Communication Tecnologies in Education,20090.0,-,conferencia,-,international conference on application of information and communication technologies,acm international conference on multimedia,international conference on application of information and communication technologies,acm international conference on multimedia,80,93,79,95,B3,A1,,A1,ratio sort,international conference on application of information and communication technologies,B3
1426,Latin American Symposium on Informatics (LATIN),20060.0,-,conferencia,latin,latin american symposium on theoretical informatics,brazilian symposium on bioinformatics,latin american symposium on theoretical informatics,latin american symposium on theoretical informatics,80,78,81,100,A4,,A4,A4,ratio sort set,latin american symposium on theoretical informatics,A4
1427,European Conference on Digital Llibraries,20060.0,-,conferencia,-,acm/ieee joint conference on digital libraries,acm/ieee joint conference on digital libraries,acm/ieee joint conference on digital libraries,european control conference,80,86,80,83,A3,A3,A3,A2,ratio partial sort,acm/ieee joint conference on digital libraries,A3
1428,2013 IEEE 31st International Conference on Computer Design (ICCD),20130.0,-,conferencia,iccd,international conference on computer design,international conference on computer design,ieee/acm international conference on computeraided design,international conference on computer design,80,100,82,100,A3,A3,A2,A3,ratio partial set,international conference on computer design,A3
1429,Anais Simposio Brasileiro de Engenharia de Software,19930.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,80,84,80,86,B1,B1,B1,B1,nulo,nao_tem,-
1430,6th International Workshop on Semantic and Conceptual Issues in GIS,20120.0,-,conferencia,gis,international workshop on semantic and conceptual issues in geographic information systems,international i*workshop,international workshop on semantic and conceptual issues in geographic information systems,international i*workshop,80,92,79,96,B3,B4,,B4,ratio sort,international workshop on semantic and conceptual issues in geographic information systems,B3
1431,VIII Workshop de Informática na Escola - WIE 2002,20020.0,-,conferencia,wie,workshop de informatica na escola,workshop de informatica na escola,workshop de informatica na escola,workshop de informatica na escola,80,100,82,100,A4,A4,A4,A4,all,workshop de informatica na escola,A4
1432,18th International Conference on Computer Graphics and Vision (GraphiCon 2008),20080.0,-,conferencia,-,international conference on computer graphics and imaging,international conference on computer graphics and imaging,international conference on computer graphics and imaging,computer graphics international conference,80,93,77,100,B3,B3,,B3,ratio partial sort,international conference on computer graphics and imaging,B3
1433,International Conference on Algorithms and Complexity,20190.0,-,conferencia,-,international conference on algorithms for computational biology,international conference on algorithms and architectures for parallel processing,international conference on algorithms for computational biology,international cad conference,80,87,77,92,B1,B1,,B2,nulo,nao_tem,-
1434,4th International Conference on Curves and Surfaces,19990.0,-,conferencia,-,international conference on interactive tabletops and surfaces,international cad conference,acm international conference on interactive surfaces and spaces,international cad conference,80,86,79,92,A3,B2,,B2,nulo,nao_tem,-
1435,9th Annual Symposium on Computational Geometry (SOCG),19930.0,-,conferencia,socg,international symposium on computational geometry,symposium on computational geometry,symposium on computational geometry,symposium on computational geometry,80,100,81,100,A3,A3,A3,A3,all,symposium on computational geometry,A3
1436,VIII Congresso Nacional de Mecânica Aplicada e Computacional - APMTAC/SEMNI,20040.0,-,conferencia,-,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,80,93,82,89,B3,B3,B3,B3,nulo,nao_tem,-
1437,Computer Vision and Pattern Recognition,20040.0,-,conferencia,-,ieee conference on computer vision and pattern recognition,ieee conference on computer vision and pattern recognition,ieee conference on computer vision and pattern recognition,ieee conference on computer vision and pattern recognition,80,100,80,100,A1,A1,A1,A1,all,ieee conference on computer vision and pattern recognition,A1
1438,8th International Conference on Sampling Theory and Applications (SAMPTA),20090.0,-,conferencia,-,international conference on computer vision theory and applications,international cad conference,international conference on theory and applications of satisfiability testing,international cad conference,80,86,80,92,A3,B2,A3,B2,nulo,nao_tem,-
1439,Simpósio Brasileiro de Computação Gráfica e Processamento de Imagens,19950.0,-,conferencia,-,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de computacao musical,simposio brasileiro de computacao musical,simposio brasileiro de computacao musical,80,90,70,89,B4,B1,,B1,nulo,nao_tem,-
1440,"15th Intl. Conf. on Systems, Signals,   and Image Processing",20080.0,-,conferencia,-,"international conference on systems, signals and image processing","international conference on systems, signals and image processing","international conference on systems, signals and image processing","international conference on systems, signals and image processing",80,84,83,84,B1,B1,B1,B1,all,"international conference on systems, signals and image processing",B1
1441,2017 5th International Conference in Software Engineering Research and Innovation (CONISOFT),20170.0,-,conferencia,-,international conference on software engineering research and practice,international conference on software engineering,international conference on software engineering research and practice,international conference on software engineering,80,98,74,97,B3,A1,,A1,ratio sort,international conference on software engineering research and practice,B3
1442,International Conference on Mobile Networks and Management (MONAMI),20120.0,-,conferencia,networks,international conference on network and service management,international conference on complex networks,international conference on network and service management,international cad conference,80,91,81,92,A3,B4,A3,B2,nulo,nao_tem,-
1443,46th ACM/IEEE Design Automation Conference,20090.0,-,conferencia,-,design automation conference,design automation conference,design automation conference,design automation conference,80,100,80,100,A1,A1,A1,A1,all,design automation conference,A1
1444,Simpósio Brasileiro de Segurança de Computadores,20160.0,-,conferencia,-,simposio brasileiro de banco de dados,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de computacao musical,simposio brasileiro de redes de computadores e sistemas distribuidos,80,83,79,88,A4,A4,,A4,nulo,nao_tem,-
1445,33rd ACM/IEEE Design Automation Conference,19960.0,-,conferencia,-,design automation conference,design automation conference,design automation conference,design automation conference,80,100,80,100,A1,A1,A1,A1,all,design automation conference,A1
1446,ACM/IEEE International Symposium on System Synthesis,20020.0,-,conferencia,-,ieee/sice international symposium on system integration,international symposium on system-on-chip,ieee international symposium on circuits and systems,international symposium on system-on-chip,80,85,79,93,B1,B2,,B2,nulo,nao_tem,-
1447,Simpósio Brasileiro de Linguagens de Programação,20080.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de robotica,simposio brasileiro de sistemas de informacao,simposio brasileiro de robotica,80,81,75,83,A4,B1,,B1,nulo,nao_tem,-
1448,I Workshop Brasileiro de Métodos Formais (WMF'98),19980.0,-,conferencia,-,workshop brasileiro de metodos ageis,workshop brasileiro de metodos ageis,workshop brasileiro de metodos ageis,workshop brasileiro de metodos ageis,80,89,75,91,B4,B4,,B4,nulo,nao_tem,-
1449,First Workshop on Artificial Intelligence and Computer Vision,20000.0,-,conferencia,-,acm workshop on artificial intelligence and security,acm workshop on artificial intelligence and security,acm workshop on artificial intelligence and security,acm workshop on artificial intelligence and security,80,87,74,86,A4,A4,,A4,nulo,nao_tem,-
1450,XII Workshop de Informática Médica (WIM'2012),20120.0,-,conferencia,wim,workshop de informatica medica,workshop de informatica medica,workshop de informatica medica,workshop de informatica medica,80,100,82,100,B4,B4,B4,B4,all,workshop de informatica medica,B4
1451,IEEE Global Telecommunications Conference (Globecom2001),20010.0,-,conferencia,-,ieee global communications conference,ieee global communications conference,international conference on telecommunications,ieee global communications conference,80,89,70,81,A1,A1,,A1,sort,international conference on telecommunications,A4
1452,XXV Congresso Latino Americano de Informática,,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,congresso brasileiro de informatica em saude,congresso brasileiro de agroinformatica,80,84,70,74,B2,B2,,,ratio partial,conferencia latinoamericana de informatica,B2
1453,2011 IEEE Third LatinAmerican Conference on Communications (LATINCOM),,-,conferencia,latincom,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee international conference on communications,ieee global communications conference,80,92,75,90,B2,B2,,A1,ratio partial,ieee latin-american conference on communications,B2
1454,Concurso Tese e Dissertações XXXIX Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,20210.0,-,conferencia,-,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,80,100,80,100,A4,A4,A4,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
1455,2011 IEEE 36th Conference on Local Computer Networks (LCN 2011),,-,conferencia,networks,ieee conference on local computer networks,ieee conference on local computer networks,ieee conference on local computer networks,ieee conference on local computer networks,80,90,82,100,A4,A4,A4,A4,all,ieee conference on local computer networks,A4
1456,2013 IEEE 38th Conference on Local Computer Networks (LCN 2013),,-,conferencia,networks,ieee conference on local computer networks,ieee conference on local computer networks,ieee conference on local computer networks,ieee conference on local computer networks,80,90,82,100,A4,A4,A4,A4,all,ieee conference on local computer networks,A4
1457,14th Annual International Computing and Combinatorics Conference (COCOON 2008),20080.0,-,conferencia,cocoon,international computing and combinatorics conference,international computing and combinatorics conference,international computing and combinatorics conference,international computing and combinatorics conference,80,100,81,100,A4,A4,A4,A4,all,international computing and combinatorics conference,A4
1458,III Workshop on Computational Intelligence,20100.0,-,conferencia,-,ieee world congress on computational intelligence,workshop on computational intelligence and smart cities,workshop on computational intelligence and smart cities,workshop on computational intelligence and smart cities,79,90,78,95,,B4,,B4,partial sort set,workshop on computational intelligence and smart cities,B4
1459,IEEE International Conference on Development and Learning (ICDL),20210.0,-,conferencia,-,ieee international conference on advanced learning technologies,ieee international conference on rfid,iadis international conference on e-learning,ieee international conference on rfid,79,92,79,93,,A4,,A4,nulo,nao_tem,-
1460,Student Forum on Microelectronics,20030.0,-,conferencia,-,south symposium on microelectronics,south symposium on microelectronics,south symposium on microelectronics,south symposium on microelectronics,79,79,68,74,,,,,all,south symposium on microelectronics,B4
1461,"II Wokshop sobre Educação em
 Informática",19940.0,-,conferencia,-,workshop sobre educacao em computacao,workshop sobre educacao em computacao,workshop de informatica medica,workshop sobre educacao em computacao,79,81,69,81,,A4,,A4,ratio partial set,workshop sobre educacao em computacao,A4
1462,2015 IEEE World Congress on Services (SERVICES),20150.0,-,conferencia,services,ieee world congress on services,ieee world congress on services,ieee world congress on services,ieee world congress on services,79,100,82,100,,A4,A4,A4,all,ieee world congress on services,A4
1463,The Seventh International PEG Conference,19930.0,-,conferencia,-,experiment@ international conference,international test conference,international semantic web conference,international cad conference,79,91,81,92,,A4,A1,B2,nulo,nao_tem,-
1464,Eighth International Conference on Technology and Education,19910.0,-,conferencia,-,ieee international conference on control and automation,international conference on nanotechnology,"international technology, education and development conference",international conference on information technology based higher education and training,79,90,82,94,,B2,B2,B2,nulo,nao_tem,-
1465,III Workshop sobre fatores Humanos em Sistemas Computacionais - IHC2000,20000.0,-,conferencia,-,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,79,81,74,83,,A4,,A4,all,simposio brasileiro sobre fatores humanos em sistemas computacionais,A4
1466,10th International Conference on Human-Computer Interaction HCI International 2003,20030.0,-,conferencia,hci,international conference on human-computer interaction,international conference on human-computer interaction,ifip tc 13 international conference on human-computer interaction,international conference on human-computer interaction,79,100,80,100,,B1,A3,B1,ratio partial set,international conference on human-computer interaction,B1
1467,The 6th International Workshop on Organisational Semiotics,20030.0,-,conferencia,-,international workshop on computational semantics,international i*workshop,international workshop on telecommunications,international i*workshop,79,92,69,96,,B4,,B4,nulo,nao_tem,-
1468,ICECE International Conference on Engineering and Computer Education,20030.0,-,conferencia,-,ieee international conference on green computing and communications,international conference on web engineering,international conference on computers in education,international conference on frontiers in education: computer science and computer engineering,79,91,83,95,,A3,B2,B3,nulo,nao_tem,-
1469,"XXXIV Seminário Integrado de Software e Hardware, SEMISH/CSBC2007",20070.0,-,conferencia,semish,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,79,100,79,100,,B1,,B1,all,seminario integrado de software e hardware,B1
1470,IX Simpósio de Fatores Humanos em Sistemas Computacionais IHC 2010,20100.0,-,conferencia,ihc,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,79,80,78,87,,A4,,A4,all,simposio brasileiro sobre fatores humanos em sistemas computacionais,A4
1471,Iberoamerican Conference on Software Engineering (CIbSE),20150.0,-,conferencia,cibse,international conference on software engineering,international conference on software engineering,conferencia iberoamericana de software engineering,conferencia iberoamericana de software engineering,79,85,87,87,,A1,B2,B2,sort set,conferencia iberoamericana de software engineering,B2
1472,International Workshop on Rapid Continuous Software Engineering (RCoSE),20170.0,-,conferencia,-,international workshop on games and software engineering,international i*workshop,international conference on software engineering workshops,international i*workshop,79,92,80,96,,B4,B3,B4,nulo,nao_tem,-
1473,IFIP International Conference on Open Distributed Processing,19950.0,-,conferencia,-,international conference on digital image processing,international cad conference,international conference on digital image processing,international cad conference,79,86,80,92,,B2,A4,B2,nulo,nao_tem,-
1474,PDCS'2000 - IASTED International Conference on Parallel and Distributed Computing and Systems,20000.0,-,conferencia,-,international conference on internet and distributed computing systems,international conference on parallel and distributed systems,international conference on parallel and distributed systems,international conference on distributed computing systems,79,90,79,100,,B1,,A1,all,international conference on distributed computing systems,A1
1475,Workshop em Grade Computacional e Aplicações,20040.0,-,conferencia,-,workshop de computacao em clouds e aplicacoes,workshop de visao computacional,workshop de computacao em clouds e aplicacoes,workshop de computacao em clouds e aplicacoes,79,84,79,83,,B4,,B4,nulo,nao_tem,-
1476,2nd IEEE International Workshop on Internet and Distributed Computing Systems (IDCS'09),20090.0,-,conferencia,idcs,international conference on internet and distributed computing systems,international i*workshop,international conference on internet and distributed computing systems,international i*workshop,79,92,76,96,,B4,,B4,ratio sort,international conference on internet and distributed computing systems,B2
1477,GLOBECOM 2012  2012 IEEE Global Communications Conference,,-,conferencia,globecom,ieee global communications conference,ieee global communications conference,ieee global communications conference,ieee global communications conference,79,100,80,100,,A1,A1,A1,all,ieee global communications conference,A1
1478,2012 18th IEEE International Conference on Networks (ICON),,-,conferencia,networks,ieee international conference on cloud networking,iaria international conference on networks,iaria international conference on networks,ieee international conference on rfid,79,90,80,93,,B4,B4,A4,partial sort,iaria international conference on networks,B4
1479,2014 IEEE Symposium on Computers and Communication (ISCC),,-,conferencia,iscc,international symposium on computers and communications,acm symposium on computer and communications security,international symposium on computers and communications,acm symposium on computer and communications security,79,84,80,80,,A1,A3,A1,ratio sort,international symposium on computers and communications,A3
1480,GLOBECOM 2014  2014 IEEE Global Communications Conference,,-,conferencia,globecom,ieee global communications conference,ieee global communications conference,ieee global communications conference,ieee global communications conference,79,100,80,100,,A1,A1,A1,all,ieee global communications conference,A1
1481,2016 IEEE Symposium on Computers and Communication (ISCC),20160.0,-,conferencia,iscc,international symposium on computers and communications,acm symposium on computer and communications security,international symposium on computers and communications,acm symposium on computer and communications security,79,84,80,80,,A1,A3,A1,ratio sort,international symposium on computers and communications,A3
1482,Salão de Ferramentas do Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC 2016),20160.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,79,100,80,100,,A4,A4,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
1483,GLOBECOM 2017  2017 IEEE Global Communications Conference,20170.0,-,conferencia,globecom,ieee global communications conference,ieee global communications conference,ieee global communications conference,ieee global communications conference,79,100,80,100,,A1,A1,A1,all,ieee global communications conference,A1
1484,2018 IEEE Symposium on Computers and Communications (ISCC),20180.0,-,conferencia,iscc,acm symposium on computer and communications security,acm symposium on computer and communications security,international symposium on computers and communications,international symposium on computers and communications,79,86,81,85,,A1,A3,A3,sort set,international symposium on computers and communications,A3
1485,IFIP International Conference on Very Large Scale Integration (VLSI-SoC) - PhD Forum,20090.0,-,conferencia,vlsi,oc - international conference on very large scale integration,oc - international conference on very large scale integration,oc - international conference on very large scale integration,oc - international conference on very large scale integration,79,93,81,97,,B1,B1,B1,all,oc - international conference on very large scale integration,B1
1486,Simpósio em Sistemas Computacionais - WSCAD-SSC,20090.0,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio brasileiro sobre fatores humanos em sistemas computacionais,79,85,71,88,,B1,,A4,ratio partial sort,simposio em sistemas computacionais de alto desempenho,B1
1487,International School of Algorithms and Combinatorics,20010.0,-,conferencia,-,international workshop on algorithms and computation,international workshop on algorithms and computation,international workshop on combinatorial algorithms,international workshop on combinatorial algorithms,79,79,82,82,,,B2,B2,sort set,international workshop on combinatorial algorithms,B2
1488,Simpósio Brasileiro de Redes de Computadores,19980.0,-,conferencia,-,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,79,100,79,100,,A4,,A4,all,simposio brasileiro de redes de computadores e sistemas distribuidos,A4
1489,5th IEEE Workshop on Distributed Simulation and Real-Time Applications,20010.0,-,conferencia,time,ieee/acm international symposium on distributed simulation and real-time applications,ieee/acm international symposium on distributed simulation and real-time applications,ieee/acm international symposium on distributed simulation and real-time applications,ieee/acm international symposium on distributed simulation and real-time applications,79,83,75,90,,B2,,B2,all,ieee/acm international symposium on distributed simulation and real-time applications,B2
1490,the 19th ACM international conference,,-,conferencia,-,metaheuristics international conference,international cad conference,international test conference,international acm sigsoft conference on the quality of software architectures,79,92,82,93,,B2,A4,A4,nulo,nao_tem,-
1491,12th International Conference on Asia-Pacific Digital Libraries,20100.0,-,conferencia,-,international conference on theory and practice of digital libraries,international cad conference,international conference on theory and practice of digital libraries,asia-pacific web conference,79,86,81,92,,B2,B1,B3,set,asia-pacific web conference,B3
1492,Simpósio Brasileiro de Sistemas Multimídia e Web,20150.0,-,conferencia,-,simposio brasileiro de sistemas eletricos,simposio brasileiro de sistemas eletricos,simposio brasileiro de sistemas eletricos,simposio brasileiro de sistemas eletricos,79,85,81,86,,B4,B4,B4,nulo,nao_tem,-
1493,VI Simpósio Brasileiro em Geoinformática,20040.0,-,conferencia,-,simposio brasileiro de robotica,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,79,82,81,84,,A3,A3,A3,nulo,nao_tem,-
1494,V e-Science Workshop,20110.0,-,conferencia,-,brazilian e-science workshop,brazilian e-science workshop,brazilian e-science workshop,brazilian e-science workshop,79,95,75,95,,B4,,B4,all,brazilian e-science workshop,B4
1495,5th IEEE Latin-American Conference on Communications 2013 (LATINCOM 2013),20130.0,-,conferencia,latin,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee latin-american conference on communications,ieee latin-american conference on communications,79,100,81,100,,B2,B2,B2,all,ieee latin-american conference on communications,B2
1496,XXVI SEMISH - Seminário Integrado de Software e Hardware - SBC'99,19990.0,-,conferencia,semish,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,79,100,82,100,,B1,B1,B1,all,seminario integrado de software e hardware,B1
1497,11th Latin American Symposium,20140.0,-,conferencia,latin,ieee latin american test symposium,ieee latin american symposium on circuits and systems,ieee latin american test symposium,latin-american symposium on dependable computing,79,86,76,91,,B1,,B2,nulo,nao_tem,-
